Nb de candidats ayant fait au moins un vœu confirmé PP;Nb de cddt ayant au moins une proposition Parcoursup;Etablissement;Type de formation de la scolarité;Profil synthétique candidat;Sexe;Académie de rattachement
2;1;Organisme de formation-Centre de formation d'apprentis - ESMC Business School - Osny;BTS - BTSA - BTSM;Non scolarisés;M;Versailles
1;1;Organisme de formation-Centre de formation d'apprentis - IFAE;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);F;Versailles
0;;Organisme de formation-Centre de formation d'apprentis - IFAE;Autre formation du supérieur;Non scolarisés;F;Versailles
0;;Organisme de formation-Centre de formation d'apprentis - IFAE;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Versailles
1;1;Organisme de formation-Centre de formation d'apprentis - IFAE;BTS - BTSA - BTSM;Non scolarisés;M;Versailles
2;2;Organisme de formation-Centre de formation d'apprentis - IFAE;Formations professionnelles;Etudiants (réorientation, mise à niveau);F;Versailles
0;1;Organisme de formation-Centre de formation d'apprentis - IFAE;Licence professionnelle;Non scolarisés;F;Versailles
0;;Organisme de formation-Centre de formation d'apprentis - IFAE;Mise à niveau (MANAA, MANH, ...);Etudiants (réorientation, mise à niveau);M;Versailles
3;2;Organisme de formation-Centre de formation d'apprentis IFAG-IGEFI-IEFT - PUTEAUX;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Versailles
0;;Organisme de formation-Centre de formation d'apprentis IFAG-IGEFI-IEFT - PUTEAUX;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Versailles
0;1;Organisme de formation-Centre de formation d'apprentis IFAG-IGEFI-IEFT - PUTEAUX;BTS - BTSA - BTSM;Non scolarisés;F;Versailles
2;1;Organisme de formation-Centre de formation d'apprentis IFAG-IGEFI-IEFT - PUTEAUX;BTS - BTSA - BTSM;Non scolarisés;M;Versailles
1;;Organisme de formation-Centre de formation d'apprentis IFAG-IGEFI-IEFT - PUTEAUX;DCG;Etudiants (réorientation, mise à niveau);F;Versailles
1;;Organisme de formation-Centre de formation d'apprentis IFAG-IGEFI-IEFT - PUTEAUX;Formations professionnelles;Etudiants (réorientation, mise à niveau);F;Versailles
1;1;Organisme de formation-Centre de formation d'apprentis IFAG-IGEFI-IEFT - PUTEAUX;Formations professionnelles;Etudiants (réorientation, mise à niveau);M;Versailles
6;5;Organisme de formation-Centre de formation d'apprentis - IFFP - Institut Francais de Formation Professionnelle - Courbevoie;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Versailles
7;5;Organisme de formation-Centre de formation d'apprentis - IFFP - Institut Francais de Formation Professionnelle - Courbevoie;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Versailles
0;;Organisme de formation-Centre de formation d'apprentis - IFFP - Institut Francais de Formation Professionnelle - Courbevoie;BTS - BTSA - BTSM;Non scolarisés;F;Versailles
5;3;Organisme de formation-Centre de formation d'apprentis - IFFP - Institut Francais de Formation Professionnelle - Courbevoie;BTS - BTSA - BTSM;Non scolarisés;M;Versailles
1;1;Organisme de formation-Centre de formation d'apprentis - IFFP - Institut Francais de Formation Professionnelle - Courbevoie;DCG;Etudiants (réorientation, mise à niveau);F;Versailles
2;;Organisme de formation-Centre de formation d'apprentis - IFFP - Institut Francais de Formation Professionnelle - Courbevoie;DCG;Etudiants (réorientation, mise à niveau);M;Versailles
1;;Organisme de formation-Centre de formation d'apprentis - IFFP - Institut Francais de Formation Professionnelle - Courbevoie;Formations professionnelles;Etudiants (réorientation, mise à niveau);M;Versailles
0;;Organisme de formation-Centre de formation d'apprentis - IFFP - Institut Francais de Formation Professionnelle - Courbevoie;Formations professionnelles;Non scolarisés;M;Versailles
0;;Organisme de formation-Centre de formation d'apprentis - IFFP - Institut Francais de Formation Professionnelle - Courbevoie;Terminale;Lycéens de Terminale;F;Versailles
0;;Organisme de formation-Centre de formation d'apprentis - Igecom Sup' - Versailles;Autre formation du supérieur;Non scolarisés;F;Versailles
0;;Organisme de formation-Centre de formation d'apprentis IMIE Paris Institut de la Filière Numérique - Levallois-Perret;Autre formation du supérieur;Non scolarisés;F;Versailles
0;;Organisme de formation-Centre de formation d'apprentis IMIE Paris Institut de la Filière Numérique - Levallois-Perret;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Versailles
1;1;Organisme de formation-Centre de formation d'apprentis IMIE Paris Institut de la Filière Numérique - Levallois-Perret;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Versailles
1;;Organisme de formation-Centre de formation d apprentis Institut de formation commerciale permanente Montigny-le-Bretonneux;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Versailles
0;;Organisme de formation-Centre de formation d apprentis Institut de formation commerciale permanente Montigny-le-Bretonneux;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Versailles
0;;Organisme de formation-Centre de formation d'apprentis Institut National du Cycle et du Motocycle;Formations professionnelles;Etudiants (réorientation, mise à niveau);M;Versailles
0;;Organisme de formation-Centre de formation d'apprentis Institut National du Cycle et du Motocycle;Terminale;Lycéens de Terminale;M;Versailles
0;;Organisme de formation-Centre de formation d'apprentis ISCE Alternance - EMG Business School - Neuilly-sur-Seine;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);M;Versailles
1;1;Organisme de formation-Centre de formation d'apprentis ISCE Alternance - EMG Business School - Neuilly-sur-Seine;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Versailles
0;;Organisme de formation-Centre de formation d'apprentis ISCE Alternance - EMG Business School - Neuilly-sur-Seine;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Versailles
0;;Organisme de formation-Centre de formation d'apprentis ISCE Alternance - EMG Business School - Neuilly-sur-Seine;Formations des écoles de commerce et de management;Etudiants (réorientation, mise à niveau);M;Versailles
2;1;Organisme de formation-Centre de formation d'apprentis ISCE Alternance - EMG Business School - Neuilly-sur-Seine;Formations professionnelles;Etudiants (réorientation, mise à niveau);F;Versailles
0;;Organisme de formation-Centre de formation d'apprentis ISCE Alternance - EMG Business School - Neuilly-sur-Seine;Formations professionnelles;Etudiants (réorientation, mise à niveau);M;Versailles
0;;Organisme de formation-Centre de formation d'apprentis ISCE Alternance - EMG Business School - Neuilly-sur-Seine;Formations professionnelles;Non scolarisés;M;Versailles
0;;Organisme de formation-Centre de formation d'apprentis ISCE Alternance - EMG Business School - Neuilly-sur-Seine;Terminale;Lycéens de Terminale;M;Versailles
1;;Organisme de formation-Centre de formation d'apprentis Kout que Kout - Colombes;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Versailles
0;;Organisme de formation-Centre de formation d'apprentis Kout que Kout - Colombes;Formations professionnelles;Etudiants (réorientation, mise à niveau);F;Versailles
0;;Organisme de formation-Centre de formation d'apprentis Kout que Kout - Colombes;Formations professionnelles;Non scolarisés;M;Versailles
0;;Organisme de formation-Centre de formation d'apprentis Mantes School of Business - Mantes-la-Ville;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);F;Versailles
0;1;Organisme de formation-Centre de formation d'apprentis Mantes School of Business - Mantes-la-Ville;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Versailles
1;;Organisme de formation-Centre de formation d'apprentis Mantes School of Business - Mantes-la-Ville;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Versailles
0;;Organisme de formation-Centre de formation d'apprentis Mantes School of Business - Mantes-la-Ville;BTS - BTSA - BTSM;Non scolarisés;F;Versailles
1;1;Organisme de formation-Centre de formation d'apprentis Mantes School of Business - Mantes-la-Ville;Formations professionnelles;Etudiants (réorientation, mise à niveau);F;Versailles
1;;Organisme de formation-Centre de formation d'apprentis - Paris CFA CDG;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Versailles
1;;Organisme de formation-Centre de formation d'apprentis - Paris CFA CDG;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Versailles
1;;Organisme de formation-Centre de formation d'apprentis - Paris CFA CDG;BTS - BTSA - BTSM;Non scolarisés;F;Versailles
0;1;Organisme de formation-Centre de formation d'apprentis - Paris CFA CDG;BTS - BTSA - BTSM;Non scolarisés;M;Versailles
0;;Organisme de formation-Centre de formation d'apprentis - Philiance - Evry-Courcouronnes;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Versailles
1;;Organisme de formation-Centre de formation d'apprentis - Philiance - Evry-Courcouronnes;Formations professionnelles;Etudiants (réorientation, mise à niveau);M;Versailles
0;1;Organisme de formation-Centre de formation d'apprentis PSTM;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);F;Versailles
3;2;Organisme de formation-Centre de formation d'apprentis PSTM;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Versailles
3;2;Organisme de formation-Centre de formation d'apprentis PSTM;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Versailles
3;2;Organisme de formation-Centre de formation d'apprentis PSTM;BTS - BTSA - BTSM;Non scolarisés;F;Versailles
4;4;Organisme de formation-Centre de formation d'apprentis PSTM;BTS - BTSA - BTSM;Non scolarisés;M;Versailles
1;;Organisme de formation-Centre de formation d'apprentis - Rush School - Clichy;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Versailles
1;1;Organisme de formation-Centre de formation d'apprentis - Rush School - Clichy;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Versailles
1;1;Organisme de formation-Centre de formation d'apprentis - Rush School - Clichy;Licence professionnelle;Etudiants (réorientation, mise à niveau);F;Versailles
0;;Organisme de formation-Centre de formation d'apprentis Sustainable Development Management Institute;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Versailles
1;;Organisme de formation-Centre de formation d'apprentis - Transport et Logistique Aftral - Saint-Ouen-l'Aumone;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);M;Versailles
0;;Organisme de formation-Centre de formation d'apprentis - Transport et Logistique Aftral - Saint-Ouen-l'Aumone;BTS - BTSA - BTSM;Non scolarisés;F;Versailles
1;1;ORGANISME FORMATION-CFA DORANCO ESPACE MULTIMEDIA;Formations professionnelles;Etudiants (réorientation, mise à niveau);F;Paris
0;1;Paris BTS Bachelor;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);F;Paris
5;4;Paris BTS Bachelor;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Paris
4;1;Paris BTS Bachelor;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Paris
1;;Paris BTS Bachelor;BTS - BTSA - BTSM;Non scolarisés;F;Paris
0;;Paris BTS Bachelor;Terminale;Lycéens de Terminale;M;Paris
1;2;Paris School of Tourism and Communication;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Paris
0;;Paris School of Tourism and Communication;Formations professionnelles;Etudiants (réorientation, mise à niveau);F;Paris
0;1;Paris Sciences Lettres PSL;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);F;Paris
1;1;Paris Sciences Lettres PSL;Formations des écoles d'ingénieurs;Etudiants (réorientation, mise à niveau);F;Paris
2;1;Paris Sciences Lettres PSL;Licence;Etudiants (réorientation, mise à niveau);F;Paris
15;16;Paris Sciences Lettres PSL;Licence sélective;Etudiants (réorientation, mise à niveau);F;Paris
1;1;Paris Sciences Lettres PSL;Licence sélective;Etudiants (réorientation, mise à niveau);M;Paris
1;1;Paris Sciences Lettres PSL;Licence sélective;Non scolarisés;M;Paris
4;3;Paris Sciences Lettres PSL;Master;Etudiants (réorientation, mise à niveau);F;Paris
1;2;Paris Sciences Lettres PSL;Master;Etudiants (réorientation, mise à niveau);M;Paris
0;;Paris Sciences Lettres PSL;Master;Non scolarisés;F;Paris
1;1;Pauline Roland;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Créteil
7;5;Pauline Roland;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Créteil
1;1;Pauline Roland;Certificats de spécialisation et FCIL;Etudiants (réorientation, mise à niveau);F;Créteil
3;3;Pauline Roland;Certificats de spécialisation et FCIL;Etudiants (réorientation, mise à niveau);M;Créteil
0;;Pauline Roland;Première;Non scolarisés;M;Créteil
108;101;Pauline Roland;Terminale;Lycéens de Terminale;F;Créteil
90;71;Pauline Roland;Terminale;Lycéens de Terminale;M;Créteil
35;34;Paul RICOEUR;Terminale;Lycéens de Terminale;F;Versailles
24;22;Paul RICOEUR;Terminale;Lycéens de Terminale;M;Versailles
0;;POINT F;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);F;Paris
1;1;POINT F;Prépa autres écoles (Arts, Audiovisuel, Hôtellerie, ...);Etudiants (réorientation, mise à niveau);M;Paris
0;;POINT F;Prépa PASS (Médecine, Pharmacie, Sage femme, Dentiste, Kiné);Etudiants (réorientation, mise à niveau);F;Paris
14;16;Pôle Paris alternance - Réseau des grandes écoles spécialisées;Formations des écoles de commerce et de management;Etudiants (réorientation, mise à niveau);F;Paris
15;13;Pôle Paris alternance - Réseau des grandes écoles spécialisées;Formations des écoles de commerce et de management;Etudiants (réorientation, mise à niveau);M;Paris
5;4;Pôle Paris alternance - Réseau des grandes écoles spécialisées;Formations des écoles de commerce et de management;Non scolarisés;F;Paris
5;4;Pôle Paris alternance - Réseau des grandes écoles spécialisées;Formations des écoles de commerce et de management;Non scolarisés;M;Paris
27;26;Polytech Paris-Saclay;Formations des écoles d'ingénieurs;Etudiants (réorientation, mise à niveau);F;Versailles
46;43;Polytech Paris-Saclay;Formations des écoles d'ingénieurs;Etudiants (réorientation, mise à niveau);M;Versailles
0;;Polytech Paris-Saclay;Formations des écoles d'ingénieurs;Non scolarisés;M;Versailles
5;5;Polytech Sorbonne;Formations des écoles d'ingénieurs;Etudiants (réorientation, mise à niveau);F;Paris
9;8;Polytech Sorbonne;Formations des écoles d'ingénieurs;Etudiants (réorientation, mise à niveau);M;Paris
0;;PREPA JCOURS;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Paris
0;;PREPA JCOURS;Terminale;Lycéens de Terminale;F;Paris
0;;PREPA JCOURS;Terminale;Lycéens de Terminale;M;Paris
1;1;Progress com;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Paris
1;1;Progress com;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Paris
1;1;Progress com;BTS - BTSA - BTSM;Non scolarisés;F;Paris
0;;PROGRESS COM Boulogne-Billancourt;Formations professionnelles;Etudiants (réorientation, mise à niveau);M;Versailles
1;1;PROGRESS COM Boulogne-Billancourt;Prépa formation en soins infirmiers;Etudiants (réorientation, mise à niveau);F;Versailles
4;4;PROGRESS SANTE;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Paris
2;1;PROGRESS SANTE;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Paris
4;4;PROGRESS SANTE;BTS - BTSA - BTSM;Non scolarisés;F;Paris
0;;PROGRESS SANTE;Formations professionnelles;Etudiants (réorientation, mise à niveau);M;Paris
0;;PROGRESS SANTE;Licence professionnelle;Etudiants (réorientation, mise à niveau);F;Paris
1;;PROGRESS SANTE;Licence professionnelle;Etudiants (réorientation, mise à niveau);M;Paris
0;;PROGRESS SANTE;Prépa formation paramédicale (prépa orthophoniste, ...);Etudiants (réorientation, mise à niveau);F;Paris
1;1;PROGRESS SANTE;Prépa formation paramédicale (prépa orthophoniste, ...);Etudiants (réorientation, mise à niveau);M;Paris
0;;Promotrans Campus Paris – La Défense;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Versailles
1;;Promotrans Campus Paris – La Défense;BTS - BTSA - BTSM;Non scolarisés;F;Versailles
0;;Promotrans Campus Paris – La Défense;Licence professionnelle;Etudiants (réorientation, mise à niveau);F;Versailles
5;4;Pro Sap Formations;Autre formation du secondaire;Autres;F;Paris
1;1;Pro Sap Formations;Première;Autres;F;Paris
3;2;Pro Sap Formations;Terminale;Lycéens de Terminale;F;Paris
6;4;PSB Paris School of Business;Formations des écoles de commerce et de management;Etudiants (réorientation, mise à niveau);F;Paris
12;10;PSB Paris School of Business;Formations des écoles de commerce et de management;Etudiants (réorientation, mise à niveau);M;Paris
1;1;PSB Paris School of Business;Formations des écoles de commerce et de management;Non scolarisés;M;Paris
0;;PSPBB - Pôle Supérieur d'Enseignement Artistique Paris Boulogne-Billancourt;Formations d'art, de design et du spectacle vivant;Etudiants (réorientation, mise à niveau);F;Paris
1;1;PSPBB - Pôle Supérieur d'Enseignement Artistique Paris Boulogne-Billancourt;Formations d'art, de design et du spectacle vivant;Etudiants (réorientation, mise à niveau);M;Paris
0;;PSTB-Paris School of Technology and Business;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);F;Paris
1;1;PSTB-Paris School of Technology and Business;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);M;Paris
0;1;PSTB-Paris School of Technology and Business;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Paris
3;3;PSTB-Paris School of Technology and Business;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Paris
4;3;PSTB-Paris School of Technology and Business;BTS - BTSA - BTSM;Non scolarisés;M;Paris
0;;Regroupement d'IFSI Université Paris Saclay;Etudes de santé;Etudiants (réorientation, mise à niveau);F;Versailles
3;2;Regroupement IFSI Médecine Sorbonne Université;Etudes de santé;Etudiants (réorientation, mise à niveau);F;Paris
0;;Regroupement IFSI Université Paris Cité;Etudes de santé;Etudiants (réorientation, mise à niveau);F;Paris
0;;Regroupement IFSI Université Paris Cité;Etudes de santé;Non scolarisés;F;Paris
0;;Sciences Po Saint-Germain-en-Laye – Institut d'études politiques;Prépa formation en soins infirmiers;Etudiants (réorientation, mise à niveau);F;Versailles
2;2;Sciences Po Saint-Germain-en-Laye – Institut d'études politiques;Sciences Po - Instituts d'études politiques;Etudiants (réorientation, mise à niveau);M;Versailles
0;;SECTION ENSEIGNT PROFESSIONNEL LPO JULES FERRY;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Versailles
0;1;SECTION ENSEIGNT PROFESSIONNEL LPO JULES FERRY;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Versailles
1;;SECTION ENSEIGNT PROFESSIONNEL LPO JULES FERRY;BTS - BTSA - BTSM;Non scolarisés;M;Versailles
1;1;SECTION ENSEIGNT PROFESSIONNEL LPO JULES FERRY;Terminale;Non scolarisés;F;Versailles
1;1;SEP VILLEPATOUR - Annexe du lycée Simone Signoret;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Créteil
0;;SEP VILLEPATOUR - Annexe du lycée Simone Signoret;Terminale;Non scolarisés;F;Créteil
1;;SGC Formation;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Créteil
1;1;SGC Formation;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Créteil
1;;SGC Formation;BTS - BTSA - BTSM;Non scolarisés;M;Créteil
0;;Silvya Terrade Lafayette;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);F;Paris
1;1;Silvya Terrade Lafayette;BTS - BTSA - BTSM;Non scolarisés;F;Paris
0;;Silvya Terrade Lafayette;CAAP;Etudiants (réorientation, mise à niveau);F;Paris
0;;Silvya Terrade Lafayette;Formations préparatoires à l'enseignement supérieur;Etudiants (réorientation, mise à niveau);F;Paris
1;;Silvya Terrade Lafayette;Formations professionnelles;Etudiants (réorientation, mise à niveau);F;Paris
1;1;Site de Chailly du CFA de Seine et Marne;Terminale;Lycéens de Terminale;F;Créteil
5;13;Site de Chailly du CFA de Seine et Marne;Terminale;Lycéens de Terminale;M;Créteil
1;;Site de formation d'apprentis de l'Ecole de formation initiale de l'Industrie Pharmaceutique IMT - EVRY COURCOURONNES;Autre formation du supérieur;Non scolarisés;F;Versailles
0;;Site de formation d'apprentis - ESSYM Site de Montigny-le-Bretonneux CCI Paris IDF;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Versailles
1;;Site de formation d'apprentis - ESSYM Site de Montigny-le-Bretonneux CCI Paris IDF;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Versailles
1;;Site de formation d'apprentis - ESSYM Site de Montigny-le-Bretonneux CCI Paris IDF;Formations professionnelles;Etudiants (réorientation, mise à niveau);F;Versailles
0;;Site de formation d'apprentis - Ferrandi Paris Campus de Saint-Gratien;Autre formation du secondaire;Autres;M;Versailles
1;1;Site de formation d'apprentis - Ferrandi Paris Campus de Saint-Gratien;Autre formation du secondaire;Non scolarisés;F;Versailles
0;;Site de formation d'apprentis - Ferrandi Paris Campus de Saint-Gratien;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);F;Versailles
0;1;Site de formation d'apprentis - Ferrandi Paris Campus de Saint-Gratien;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Versailles
0;2;Site de formation d'apprentis - Ferrandi Paris Campus de Saint-Gratien;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Versailles
0;;Site de formation d'apprentis - Ferrandi Paris Campus de Saint-Gratien;Certificats de spécialisation et FCIL;Etudiants (réorientation, mise à niveau);M;Versailles
0;1;Site de formation d'apprentis - Ferrandi Paris Campus de Saint-Gratien;Formations professionnelles;Etudiants (réorientation, mise à niveau);F;Versailles
1;1;Site de formation d'apprentis - Ferrandi Paris Campus de Saint-Gratien;Formations professionnelles;Etudiants (réorientation, mise à niveau);M;Versailles
0;1;Site de formation d'apprentis - Ferrandi Paris Campus de Saint-Gratien;Mise à niveau (MANAA, MANH, ...);Etudiants (réorientation, mise à niveau);F;Versailles
0;1;Site de formation d'apprentis - Ferrandi Paris Campus de Saint-Gratien;Terminale;Lycéens de Terminale;F;Versailles
3;6;Site de formation d'apprentis - Ferrandi Paris Campus de Saint-Gratien;Terminale;Lycéens de Terminale;M;Versailles
1;1;Site de formation d'apprentis - Institut de formation commerciale permanente - Eragny;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Versailles
1;1;Site de formation d'apprentis - Institut de formation commerciale permanente - Eragny;BTS - BTSA - BTSM;Non scolarisés;M;Versailles
0;1;Site de formation d'apprentis - Institut de formation commerciale permanente - Eragny;Classe de remise à niveau (Scientifique, pour entrer en BTS, ...);Etudiants (réorientation, mise à niveau);F;Versailles
1;1;Site de formation d'apprentis - Institut de formation commerciale permanente - Eragny;DCG;Non scolarisés;M;Versailles
0;;Site de formation d'apprentis - Institut de formation commerciale permanente - Eragny;Etudes de santé;Etudiants (réorientation, mise à niveau);F;Versailles
1;1;Site de formation d'apprentis - Institut de formation commerciale permanente - Eragny;Formations diplômantes du travail social;Etudiants (réorientation, mise à niveau);F;Versailles
1;;Site de formation d'apprentis - Institut de formation commerciale permanente - Eragny;Formations préparatoires à l'enseignement supérieur;Etudiants (réorientation, mise à niveau);M;Versailles
1;1;Site de formation d'apprentis - l'Ecole supérieure de la banque - Puteaux;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);F;Versailles
2;1;Site de formation d'apprentis - l'Ecole supérieure de la banque - Puteaux;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Versailles
1;1;Site de formation d'apprentis - l'Ecole supérieure de la banque - Puteaux;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Versailles
1;1;Site de formation d'apprentis - l'Ecole supérieure de la banque - Puteaux;BTS - BTSA - BTSM;Non scolarisés;F;Versailles
1;1;Site de formation d'apprentis - l'Ecole supérieure de la banque - Puteaux;Formations professionnelles;Etudiants (réorientation, mise à niveau);F;Versailles
1;1;Site de formation d'apprentis - Sup de vente - ESSYM - CCI Paris Ile-de-France;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Versailles
1;1;Site de formation d'apprentis - Sup de vente - ESSYM - CCI Paris Ile-de-France;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Versailles
1;1;Site de formation d'apprentis - Sup de vente - ESSYM - CCI Paris Ile-de-France;BTS - BTSA - BTSM;Non scolarisés;F;Versailles
0;;Site de Formation Paris - CFA Intégrale Academy;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);F;Paris
0;;Site de Formation Paris - CFA Intégrale Academy;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Paris
1;1;Site de St Germain en Laye du CFA des Yvelines;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Versailles
0;;Site de St Germain en Laye du CFA des Yvelines;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Versailles
0;;Site de St Germain en Laye du CFA des Yvelines;Formations professionnelles;Etudiants (réorientation, mise à niveau);F;Versailles
0;;Site de St Germain en Laye du CFA des Yvelines;Formations professionnelles;Etudiants (réorientation, mise à niveau);M;Versailles
0;;Site de St Germain en Laye du CFA des Yvelines;Terminale;Lycéens de Terminale;F;Versailles
1;2;Site de St Germain en Laye du CFA des Yvelines;Terminale;Lycéens de Terminale;M;Versailles
2;1;Sorbonne université;Année préparatoire au DAEU;Autres;F;Paris
2;1;Sorbonne université;Année préparatoire au DAEU;Autres;M;Paris
3;2;Sorbonne université;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);F;Paris
3;2;Sorbonne université;Classe de remise à niveau (Scientifique, pour entrer en BTS, ...);Etudiants (réorientation, mise à niveau);F;Paris
1;1;Sorbonne université;Classe de remise à niveau (Scientifique, pour entrer en BTS, ...);Etudiants (réorientation, mise à niveau);M;Paris
1;1;Sorbonne université;DEUST;Etudiants (réorientation, mise à niveau);F;Paris
0;;Sorbonne université;Diplômes d'université ou d'établissement;Etudiants (réorientation, mise à niveau);F;Paris
1;1;Sorbonne université;Diplômes d'université ou d'établissement;Etudiants (réorientation, mise à niveau);M;Paris
1;;Sorbonne université;Diplômes d'université ou d'établissement;Non scolarisés;F;Paris
0;;Sorbonne université;Formations des écoles d'ingénieurs;Etudiants (réorientation, mise à niveau);M;Paris
1;1;Sorbonne université;Formations préparatoires à l'enseignement supérieur;Etudiants (réorientation, mise à niveau);F;Paris
104;85;Sorbonne université;Licence;Etudiants (réorientation, mise à niveau);F;Paris
41;31;Sorbonne université;Licence;Etudiants (réorientation, mise à niveau);M;Paris
3;1;Sorbonne université;Licence;Non scolarisés;F;Paris
1;2;Sorbonne université;Licence;Non scolarisés;M;Paris
1;1;Sorbonne université;Licence sélective;Etudiants (réorientation, mise à niveau);F;Paris
4;5;Sorbonne université;Master;Etudiants (réorientation, mise à niveau);F;Paris
1;1;Sorbonne université;Master;Etudiants (réorientation, mise à niveau);M;Paris
0;;Sorbonne université;Master;Non scolarisés;F;Paris
0;;Sorbonne université;Master;Non scolarisés;M;Paris
4;3;Sorbonne université;Prépa PASS (Médecine, Pharmacie, Sage femme, Dentiste, Kiné);Etudiants (réorientation, mise à niveau);F;Paris
3;3;Sorbonne université;Prépa PASS (Médecine, Pharmacie, Sage femme, Dentiste, Kiné);Etudiants (réorientation, mise à niveau);M;Paris
0;;Sorbonne université;Terminale;Autres;F;Paris
0;;Sorbonne Université – Lettres, Arts, Langues, Sciences Humaines et Sociales;Année préparatoire au DAEU;Autres;F;Paris
1;1;Sorbonne Université – Lettres, Arts, Langues, Sciences Humaines et Sociales;Année préparatoire au DAEU;Autres;M;Paris
5;3;Sorbonne Université – Lettres, Arts, Langues, Sciences Humaines et Sociales;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);F;Paris
3;3;Sorbonne Université – Lettres, Arts, Langues, Sciences Humaines et Sociales;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);M;Paris
0;1;Sorbonne Université – Lettres, Arts, Langues, Sciences Humaines et Sociales;Autre formation du supérieur;Non scolarisés;F;Paris
