Nb de candidats ayant fait au moins un vœu confirmé PP;Nb de cddt ayant au moins une proposition Parcoursup;Etablissement;Type de formation de la scolarité;Profil synthétique candidat;Sexe;Académie de rattachement
0;;GRETA MTE 94 LPO Langevin Wallon;Prépa formation du secteur social (prépa Educ. spécialisé, ...);Etudiants (réorientation, mise à niveau);F;Créteil
0;;GRETA MTE 94 LPO Langevin Wallon;Terminale;Lycéens de Terminale;F;Créteil
1;;GRETA MTE 94 LPO Langevin Wallon;Terminale;Lycéens de Terminale;M;Créteil
1;1;GRETA MTI 93 LPO EUGENE HENAFF;Formations professionnelles;Etudiants (réorientation, mise à niveau);F;Créteil
0;;GRETA MTI 93 LPO EUGENE HENAFF;Terminale;Lycéens de Terminale;M;Créteil
1;2;Groupe Alternance Marne la Vallée;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Créteil
3;2;Groupe Alternance Marne la Vallée;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Créteil
0;;Groupe Alternance Marne la Vallée;Formations professionnelles;Etudiants (réorientation, mise à niveau);F;Créteil
1;1;Groupe GEMA - ESI Business SchoolIA School;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);F;Versailles
0;;Groupe GEMA - ESI Business SchoolIA School;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Versailles
1;1;Groupe GEMA - ESI Business SchoolIA School;Formations professionnelles;Etudiants (réorientation, mise à niveau);F;Versailles
3;;Groupe GEMA - ESI Business SchoolIA School;Formations professionnelles;Etudiants (réorientation, mise à niveau);M;Versailles
1;1;Groupe GEMA - ESI Business SchoolIA School;Licence professionnelle;Etudiants (réorientation, mise à niveau);M;Versailles
0;;Groupe GEMA - ESI Business SchoolIA School;Terminale;Lycéens de Terminale;M;Versailles
1;1;GROUPE ICS;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Versailles
1;;GROUPE ICS;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Versailles
0;1;GROUPE ICS;BTS - BTSA - BTSM;Non scolarisés;M;Versailles
0;;GROUPE ICS;Formations professionnelles;Etudiants (réorientation, mise à niveau);M;Versailles
1;1;GUINOT MARY COHR ACADEMIE;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Paris
0;;H3 Campus Paris;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);M;Paris
2;1;H3 Campus Paris;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Paris
2;1;H3 Campus Paris;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Paris
4;4;H3 Campus Paris;BTS - BTSA - BTSM;Non scolarisés;F;Paris
0;1;H3 Campus Poissy;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);F;Versailles
0;;H3 Campus Poissy;Autre formation du supérieur;Non scolarisés;F;Versailles
5;4;H3 Campus Poissy;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Versailles
1;1;H3 Campus Poissy;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Versailles
2;2;H3 Campus Poissy;BTS - BTSA - BTSM;Non scolarisés;M;Versailles
0;;H3 Campus Poissy;DCG;Etudiants (réorientation, mise à niveau);F;Versailles
0;;H3 Campus Poissy;DCG;Etudiants (réorientation, mise à niveau);M;Versailles
2;2;H3 Campus Poissy;Etudes de santé;Etudiants (réorientation, mise à niveau);F;Versailles
0;;H3 Campus Poissy;Etudes de santé;Etudiants (réorientation, mise à niveau);M;Versailles
1;1;H3 Campus Poissy;Etudes de santé;Non scolarisés;F;Versailles
0;;H3 Campus Poissy;Formations aux métiers du sport;Etudiants (réorientation, mise à niveau);M;Versailles
0;;H3 Campus Poissy;Formations préparatoires à l'enseignement supérieur;Etudiants (réorientation, mise à niveau);F;Versailles
1;1;H3 Campus Poissy;Terminale;Lycéens de Terminale;F;Versailles
1;1;H3 Campus Poissy;Terminale;Non scolarisés;F;Versailles
0;;Hitema High-Tech Management - Etablissement d'Enseignement Supérieur Technique Privé;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Versailles
0;;Hitema High-Tech Management - Etablissement d'Enseignement Supérieur Technique Privé;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Versailles
0;;Hitema High-Tech Management - Etablissement d'Enseignement Supérieur Technique Privé;Licence professionnelle;Etudiants (réorientation, mise à niveau);M;Versailles
25;21;HOPITAL DE JOUR CLINIQUE UNIV GEORGES HEUYER;Terminale;Lycéens de Terminale;F;Paris
4;3;HOPITAL DE JOUR CLINIQUE UNIV GEORGES HEUYER;Terminale;Lycéens de Terminale;M;Paris
0;;ICAM Grand Paris Sud;Formations des écoles d'ingénieurs;Etudiants (réorientation, mise à niveau);F;Créteil
19;18;ICAM Grand Paris Sud;Formations des écoles d'ingénieurs;Etudiants (réorientation, mise à niveau);M;Créteil
6;7;ICD International Business School - Campus de Paris;Formations des écoles de commerce et de management;Etudiants (réorientation, mise à niveau);F;Paris
3;4;ICD International Business School - Campus de Paris;Formations des écoles de commerce et de management;Etudiants (réorientation, mise à niveau);M;Paris
1;1;ICD International Business School - Campus de Paris;Formations des écoles de commerce et de management;Non scolarisés;M;Paris
5;3;ICN Business School;Formations des écoles de commerce et de management;Etudiants (réorientation, mise à niveau);F;Versailles
4;4;ICN Business School;Formations des écoles de commerce et de management;Etudiants (réorientation, mise à niveau);M;Versailles
11;9;IDRAC Business School - Campus de PARIS;Formations des écoles de commerce et de management;Etudiants (réorientation, mise à niveau);F;Versailles
6;5;IDRAC Business School - Campus de PARIS;Formations des écoles de commerce et de management;Etudiants (réorientation, mise à niveau);M;Versailles
22;23;IESEG School of Management - Paris La Défense;Formations des écoles de commerce et de management;Etudiants (réorientation, mise à niveau);F;Versailles
18;18;IESEG School of Management - Paris La Défense;Formations des écoles de commerce et de management;Etudiants (réorientation, mise à niveau);M;Versailles
1;;IESEG School of Management - Paris La Défense;Formations des écoles de commerce et de management;Non scolarisés;F;Versailles
3;3;IESEG School of Management - Paris La Défense;Formations des écoles de commerce et de management;Non scolarisés;M;Versailles
0;;IFAC;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Versailles
2;2;IFAC;Formations professionnelles;Etudiants (réorientation, mise à niveau);F;Versailles
1;1;IFAC;Terminale;Lycéens de Terminale;M;Versailles
1;1;IFAG - Puteaux;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);F;Versailles
0;;IFAG - Puteaux;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);M;Versailles
1;1;IFAG - Puteaux;Autre formation du supérieur;Non scolarisés;M;Versailles
0;;IFAG - Puteaux;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Versailles
3;1;IFAG - Puteaux;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Versailles
2;1;IFAG - Puteaux;BTS - BTSA - BTSM;Non scolarisés;F;Versailles
0;1;IFAG - Puteaux;DCG;Etudiants (réorientation, mise à niveau);M;Versailles
0;;IFAG - Puteaux;Etudes de santé;Etudiants (réorientation, mise à niveau);F;Versailles
0;;IFAP Management;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);F;Créteil
1;;IFAP Management;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Créteil
1;;IFCAE -Cergy;Autre formation du supérieur;Non scolarisés;M;Versailles
1;1;IFCAE -Cergy;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Versailles
0;;IFCAE -Cergy;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Versailles
1;1;IFCAE -Cergy;BTS - BTSA - BTSM;Non scolarisés;M;Versailles
0;1;IFCAE -Cergy;Formations professionnelles;Etudiants (réorientation, mise à niveau);M;Versailles
1;;IFCAE -Cergy;Terminale;Lycéens de Terminale;F;Versailles
0;;IFCV INST. FORMATION AUX CARRIERES COMMUNICATION ET DE LA VENTE;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Versailles
0;;IFIPS;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Versailles
0;;IFIPS;Etudes de santé;Etudiants (réorientation, mise à niveau);F;Versailles
0;;IFIPS;Etudes de santé;Etudiants (réorientation, mise à niveau);M;Versailles
1;1;IFIPS;Etudes de santé;Non scolarisés;M;Versailles
4;;IFSI Ambroise Paré (AP-HP);Etudes de santé;Etudiants (réorientation, mise à niveau);F;Versailles
1;1;IFSI Ambroise Paré (AP-HP);Etudes de santé;Etudiants (réorientation, mise à niveau);M;Versailles
2;2;IFSI Ambroise Paré (AP-HP);Etudes de santé;Non scolarisés;F;Versailles
1;1;IFSI Ambroise Paré (AP-HP);Etudes de santé;Non scolarisés;M;Versailles
2;1;IFSI Antoine Beclere (AP-HP);Etudes de santé;Etudiants (réorientation, mise à niveau);F;Versailles
2;2;IFSI Antoine Beclere (AP-HP);Etudes de santé;Etudiants (réorientation, mise à niveau);M;Versailles
3;3;IFSI Antoine Beclere (AP-HP);Etudes de santé;Non scolarisés;F;Versailles
19;15;IFSI Avicenne - Jean Verdier (AP-HP);Etudes de santé;Etudiants (réorientation, mise à niveau);F;Créteil
1;1;IFSI Avicenne - Jean Verdier (AP-HP);Etudes de santé;Etudiants (réorientation, mise à niveau);M;Créteil
3;3;IFSI Avicenne - Jean Verdier (AP-HP);Etudes de santé;Non scolarisés;F;Créteil
2;1;IFSI Barthélemy Durand Sur Orge;Etudes de santé;Etudiants (réorientation, mise à niveau);F;Versailles
0;;IFSI Barthélemy Durand Sur Orge;Etudes de santé;Etudiants (réorientation, mise à niveau);M;Versailles
1;1;IFSI Barthélemy Durand Sur Orge;Etudes de santé;Non scolarisés;F;Versailles
0;;IFSI Beaujon René Auffray (AP-HP);Etudes de santé;Etudiants (réorientation, mise à niveau);F;Versailles
1;;IFSI Beaujon René Auffray (AP-HP);Etudes de santé;Etudiants (réorientation, mise à niveau);M;Versailles
0;1;IFSI Beaujon René Auffray (AP-HP);Etudes de santé;Non scolarisés;F;Versailles
1;1;IFSI Beaujon René Auffray (AP-HP);Etudes de santé;Non scolarisés;M;Versailles
0;;IFSI Beaujon René Auffray (AP-HP);Terminale;Lycéens de Terminale;F;Versailles
13;10;IFSI Bicetre (AP-HP);Etudes de santé;Etudiants (réorientation, mise à niveau);F;Créteil
3;3;IFSI Bicetre (AP-HP);Etudes de santé;Etudiants (réorientation, mise à niveau);M;Créteil
0;;IFSI Bicetre (AP-HP);Etudes de santé;Non scolarisés;F;Créteil
3;3;IFSI Bichat (AP-HP);Etudes de santé;Etudiants (réorientation, mise à niveau);F;Paris
2;2;IFSI Bichat (AP-HP);Etudes de santé;Non scolarisés;F;Paris
7;5;IFSI Camille Claudel CH Argenteuil;Etudes de santé;Etudiants (réorientation, mise à niveau);F;Versailles
1;1;IFSI Camille Claudel CH Argenteuil;Etudes de santé;Etudiants (réorientation, mise à niveau);M;Versailles
1;1;IFSI Camille Claudel CH Argenteuil;Terminale;Lycéens de Terminale;F;Versailles
20;18;IFSI Campus Picpus (AP-HP);Etudes de santé;Etudiants (réorientation, mise à niveau);F;Paris
0;;IFSI Campus Picpus (AP-HP);Etudes de santé;Etudiants (réorientation, mise à niveau);M;Paris
1;1;IFSI Campus Picpus (AP-HP);Etudes de santé;Non scolarisés;F;Paris
1;1;IFSI Campus Picpus (AP-HP);Terminale;Lycéens de Terminale;F;Paris
1;1;IFSI Campus Picpus (AP-HP);Terminale;Lycéens de Terminale;M;Paris
4;4;IFSI C.A.S.H. de Nanterre;Etudes de santé;Etudiants (réorientation, mise à niveau);F;Versailles
1;;IFSI C.A.S.H. de Nanterre;Etudes de santé;Etudiants (réorientation, mise à niveau);M;Versailles
1;1;IFSI C.A.S.H. de Nanterre;Etudes de santé;Non scolarisés;F;Versailles
2;2;IFSI CH André Mignot Versailles;Etudes de santé;Etudiants (réorientation, mise à niveau);F;Versailles
2;2;IFSI CH André Mignot Versailles;Etudes de santé;Etudiants (réorientation, mise à niveau);M;Versailles
8;7;IFSI Charles Foix (AP-HP);Etudes de santé;Etudiants (réorientation, mise à niveau);F;Créteil
1;1;IFSI Charles Foix (AP-HP);Etudes de santé;Etudiants (réorientation, mise à niveau);M;Créteil
0;;IFSI Charles Foix (AP-HP);Etudes de santé;Non scolarisés;F;Créteil
0;;IFSI Charles Foix (AP-HP);Terminale;Lycéens de Terminale;F;Créteil
5;3;IFSI CH Barthélemy Durand;Etudes de santé;Etudiants (réorientation, mise à niveau);F;Versailles
1;2;IFSI CH Barthélemy Durand;Etudes de santé;Etudiants (réorientation, mise à niveau);M;Versailles
4;4;IFSI CH de Gonesse;Etudes de santé;Etudiants (réorientation, mise à niveau);F;Versailles
0;;IFSI CH de Gonesse;Etudes de santé;Etudiants (réorientation, mise à niveau);M;Versailles
1;;IFSI CH de Gonesse;Etudes de santé;Non scolarisés;F;Versailles
1;1;IFSI CH de Gonesse;Terminale;Lycéens de Terminale;F;Versailles
2;1;IFSI CH de Saint-Denis;Etudes de santé;Etudiants (réorientation, mise à niveau);F;Créteil
0;;IFSI CH de Saint-Denis;Terminale;Lycéens de Terminale;F;Créteil
2;1;IFSI CH Intercommunal Meulan-Les Mureaux (CHimm);Etudes de santé;Etudiants (réorientation, mise à niveau);F;Versailles
0;;IFSI CH Marc Jacquet Melun;Etudes de santé;Etudiants (réorientation, mise à niveau);F;Créteil
0;;IFSI CH Marc Jacquet Melun;Etudes de santé;Etudiants (réorientation, mise à niveau);M;Créteil
0;;IFSI CH Marc Jacquet Melun;Terminale;Autres;F;Créteil
5;4;IFSI CH Paul Guiraud;Etudes de santé;Etudiants (réorientation, mise à niveau);F;Créteil
3;1;IFSI CH Paul Guiraud;Etudes de santé;Etudiants (réorientation, mise à niveau);M;Créteil
0;;IFSI CH Paul Guiraud;Etudes de santé;Non scolarisés;F;Créteil
2;3;IFSI CH René Dubos Pontoise;Etudes de santé;Etudiants (réorientation, mise à niveau);F;Versailles
1;1;IFSI CH René Dubos Pontoise;Etudes de santé;Etudiants (réorientation, mise à niveau);M;Versailles
13;4;IFSI CH Robert Ballanger;Etudes de santé;Etudiants (réorientation, mise à niveau);F;Créteil
1;1;IFSI CH Robert Ballanger;Etudes de santé;Etudiants (réorientation, mise à niveau);M;Créteil
1;1;IFSI CH Robert Ballanger;Etudes de santé;Non scolarisés;F;Créteil
0;;IFSI CH Robert Ballanger;Terminale;Autres;F;Créteil
3;3;IFSI Croix Rouge Française Mantes La Jolie;Etudes de santé;Etudiants (réorientation, mise à niveau);F;Versailles
0;;IFSI Croix Rouge Française Mantes La Jolie;Etudes de santé;Etudiants (réorientation, mise à niveau);M;Versailles
2;2;IFSI Croix Rouge Française Mantes La Jolie;Terminale;Lycéens de Terminale;F;Versailles
8;4;IFSI Croix Rouge Française Paris;Etudes de santé;Etudiants (réorientation, mise à niveau);F;Paris
0;;IFSI Croix Rouge Française Paris;Etudes de santé;Etudiants (réorientation, mise à niveau);M;Paris
2;2;IFSI Croix Rouge Française Paris;Terminale;Lycéens de Terminale;F;Paris
1;;IFSI Croix Saint-Simon;Etudes de santé;Etudiants (réorientation, mise à niveau);F;Créteil
0;;IFSI Croix Saint-Simon;Terminale;Lycéens de Terminale;F;Créteil
1;1;IFSI de l'Hôpital Foch;Etudes de santé;Etudiants (réorientation, mise à niveau);F;Versailles
0;;IFSI de l'Hôpital Foch;Etudes de santé;Etudiants (réorientation, mise à niveau);M;Versailles
1;;IFSI de l'Hôpital Foch;Etudes de santé;Non scolarisés;F;Versailles
8;7;IFSI de l'Inst Hosp Franco-Britannique;Etudes de santé;Etudiants (réorientation, mise à niveau);F;Versailles
0;;IFSI de l'Inst Hosp Franco-Britannique;Etudes de santé;Etudiants (réorientation, mise à niveau);M;Versailles
1;1;IFSI de l'Inst Hosp Franco-Britannique;Etudes de santé;Non scolarisés;F;Versailles
5;3;IFSI Diaconesses Reuilly;Etudes de santé;Etudiants (réorientation, mise à niveau);F;Paris
3;3;IFSI Diaconesses Reuilly;Etudes de santé;Etudiants (réorientation, mise à niveau);M;Paris
1;1;IFSI Diaconesses Reuilly;Terminale;Lycéens de Terminale;F;Paris
1;1;I.F.S.I. du centre hospitalier du sud Seine-et-Marne (rentrée en février);Etudes de santé;Etudiants (réorientation, mise à niveau);F;Créteil
6;3;I.F.S.I. du centre hospitalier du sud Seine-et-Marne (rentrée en septembre);Etudes de santé;Etudiants (réorientation, mise à niveau);F;Créteil
1;;I.F.S.I. du centre hospitalier du sud Seine-et-Marne (rentrée en septembre);Etudes de santé;Etudiants (réorientation, mise à niveau);M;Créteil
1;1;I.F.S.I. du centre hospitalier du sud Seine-et-Marne (rentrée en septembre);Etudes de santé;Non scolarisés;F;Créteil
1;1;IFSI du CH de Provins;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Créteil
3;2;IFSI du CH de Provins;Etudes de santé;Etudiants (réorientation, mise à niveau);F;Créteil
0;;IFSI du CH de Provins;Etudes de santé;Etudiants (réorientation, mise à niveau);M;Créteil
1;1;IFSI du CH de Provins;Prépa formation en soins infirmiers;Etudiants (réorientation, mise à niveau);F;Créteil
1;;IFSI du CH de Provins;Prépa formation en soins infirmiers;Non scolarisés;F;Créteil
0;;IFSI du CH de Rambouillet;Etudes de santé;Etudiants (réorientation, mise à niveau);F;Versailles
0;1;IFSI du CH de Rambouillet;Etudes de santé;Non scolarisés;F;Versailles
1;1;IFSI du CH de Rambouillet;Etudes de santé;Non scolarisés;M;Versailles
0;;IFSI du CH de Rambouillet;Terminale;Lycéens de Terminale;M;Versailles
9;7;IFSI du CHI de Poissy Saint Germain-En-Laye;Etudes de santé;Etudiants (réorientation, mise à niveau);F;Versailles
0;2;IFSI du CHI de Poissy Saint Germain-En-Laye;Etudes de santé;Etudiants (réorientation, mise à niveau);M;Versailles
1;1;IFSI du CHI de Poissy Saint Germain-En-Laye;Etudes de santé;Non scolarisés;F;Versailles
5;5;IFSI du CHI de Villeneuve-St-Georges;Etudes de santé;Etudiants (réorientation, mise à niveau);F;Créteil
1;1;IFSI du CHI de Villeneuve-St-Georges;Etudes de santé;Non scolarisés;F;Créteil
1;1;IFSI du CHI de Villeneuve-St-Georges;Terminale;Lycéens de Terminale;F;Créteil
2;3;IFSI du GH Carnelle Portes de l'Oise (GHCPO);Etudes de santé;Etudiants (réorientation, mise à niveau);F;Versailles
0;1;IFSI du GH Carnelle Portes de l'Oise (GHCPO);Etudes de santé;Etudiants (réorientation, mise à niveau);M;Versailles
1;1;IFSI du GH Carnelle Portes de l'Oise (GHCPO);Etudes de santé;Non scolarisés;F;Versailles
1;1;IFSI du GH Carnelle Portes de l'Oise (GHCPO);Etudes de santé;Non scolarisés;M;Versailles
3;1;IFSI Emile Roux (AP-HP);Etudes de santé;Etudiants (réorientation, mise à niveau);F;Créteil
1;1;IFSI Emile Roux (AP-HP);Etudes de santé;Etudiants (réorientation, mise à niveau);M;Créteil
0;1;IFSI Emile Roux (AP-HP);Etudes de santé;Non scolarisés;F;Créteil
5;4;IFSI EPS Ville Evrard;Etudes de santé;Etudiants (réorientation, mise à niveau);F;Créteil
0;;IFSI EPS Ville Evrard;Etudes de santé;Etudiants (réorientation, mise à niveau);M;Créteil
7;5;IFSI Françoise Dolto;Etudes de santé;Etudiants (réorientation, mise à niveau);F;Versailles
1;1;IFSI Françoise Dolto;Etudes de santé;Non scolarisés;F;Versailles
2;2;IFSI Françoise Dolto;Terminale;Lycéens de Terminale;F;Versailles
8;5;IFSI GH Nord Essonne;Etudes de santé;Etudiants (réorientation, mise à niveau);F;Versailles
2;2;IFSI GH Nord Essonne;Etudes de santé;Etudiants (réorientation, mise à niveau);M;Versailles
5;4;IFSI- GH Paris St Joseph;Etudes de santé;Etudiants (réorientation, mise à niveau);F;Paris
1;1;IFSI- GH Paris St Joseph;Etudes de santé;Etudiants (réorientation, mise à niveau);M;Paris
0;;IFSI- GH Paris St Joseph;Etudes de santé;Non scolarisés;F;Paris
1;;IFSI- GH Paris St Joseph;Terminale;Lycéens de Terminale;F;Paris
1;1;IFSI- GH Paris St Joseph;Terminale;Lycéens de Terminale;M;Paris
0;;IFSI Grand Hôpital Est Francilien-Site de Formation Coulommiers;Etudes de santé;Etudiants (réorientation, mise à niveau);F;Créteil
0;;IFSI Grand Hôpital Est Francilien-Site de Formation Coulommiers;Etudes de santé;Etudiants (réorientation, mise à niveau);M;Créteil
2;1;IFSI Grand Hôpital Est Francilien-Site de Formation Meaux;Etudes de santé;Etudiants (réorientation, mise à niveau);F;Créteil
1;;IFSI Grand Hôpital Est Francilien-Site de Formation Meaux;Etudes de santé;Etudiants (réorientation, mise à niveau);M;Créteil
9;7;IFSI Grand Hôpital Est Francilien - Site de Formation Serris;Etudes de santé;Etudiants (réorientation, mise à niveau);F;Créteil
1;1;IFSI Grand Hôpital Est Francilien - Site de Formation Serris;Etudes de santé;Etudiants (réorientation, mise à niveau);M;Créteil
3;2;IFSI Grand Hôpital Est Francilien - Site de Formation Serris;Etudes de santé;Non scolarisés;F;Créteil
1;1;IFSI Grand Hôpital Est Francilien - Site de Formation Serris;Etudes de santé;Non scolarisés;M;Créteil
18;19;IFSI Henri Mondor (AP-HP);Etudes de santé;Etudiants (réorientation, mise à niveau);F;Créteil
1;2;IFSI Henri Mondor (AP-HP);Etudes de santé;Etudiants (réorientation, mise à niveau);M;Créteil
4;3;IFSI Henri Mondor (AP-HP);Etudes de santé;Non scolarisés;F;Créteil
1;1;IFSI Henri Mondor (AP-HP);Etudes de santé;Non scolarisés;M;Créteil
4;3;IFSI Hôpital Stell;Etudes de santé;Etudiants (réorientation, mise à niveau);F;Versailles
1;1;IFSI Hôpital Stell;Etudes de santé;Non scolarisés;M;Versailles
8;7;IFSI Institut de Formation Interhospitalier Théodore Simon;Etudes de santé;Etudiants (réorientation, mise à niveau);F;Créteil
1;1;IFSI Institut de Formation Interhospitalier Théodore Simon;Etudes de santé;Etudiants (réorientation, mise à niveau);M;Créteil
1;1;IFSI Institut de Formation Interhospitalier Théodore Simon;Etudes de santé;Non scolarisés;F;Créteil
0;;IFSI Institut de Formation Interhospitalier Théodore Simon;Terminale;Non scolarisés;F;Créteil
1;3;IFSI Jean Baptiste Pussin;Etudes de santé;Etudiants (réorientation, mise à niveau);F;Créteil
0;;IFSI Jean Baptiste Pussin;Etudes de santé;Etudiants (réorientation, mise à niveau);M;Créteil
1;;IFSI Jean Baptiste Pussin;Etudes de santé;Non scolarisés;F;Créteil
0;;IFSI Jean Verdier ( AP-HP);Etudes de santé;Etudiants (réorientation, mise à niveau);F;Créteil
4;4;IFSI Léonie Chaptal;Etudes de santé;Etudiants (réorientation, mise à niveau);F;Versailles
0;;IFSI Léonie Chaptal;Terminale;Lycéens de Terminale;F;Versailles
0;;IFSI Louise Couve;Etudes de santé;Etudiants (réorientation, mise à niveau);F;Créteil
1;;IFSI Louise Couve;Etudes de santé;Etudiants (réorientation, mise à niveau);M;Créteil
0;;IFSI Louise Couve;Etudes de santé;Non scolarisés;F;Créteil
1;1;IFSI Louise Couve;Terminale;Lycéens de Terminale;F;Créteil
4;3;IFSI Louis Mourier (AP-HP);Etudes de santé;Etudiants (réorientation, mise à niveau);F;Versailles
0;;IFSI Louis Mourier (AP-HP);Etudes de santé;Etudiants (réorientation, mise à niveau);M;Versailles
7;3;IFSI MGEN de La Verrière;Etudes de santé;Etudiants (réorientation, mise à niveau);F;Versailles
1;1;IFSI MGEN de La Verrière;Etudes de santé;Etudiants (réorientation, mise à niveau);M;Versailles
1;1;IFSI MGEN de La Verrière;Etudes de santé;Non scolarisés;F;Versailles
3;2;IFSI Paris Croix Saint-Simon;Etudes de santé;Etudiants (réorientation, mise à niveau);F;Paris
0;;IFSI Paris Croix Saint-Simon;Etudes de santé;Etudiants (réorientation, mise à niveau);M;Paris
1;1;IFSI Paris Croix Saint-Simon;Etudes de santé;Non scolarisés;M;Paris
13;15;IFSI Pitié Salpetrière (AP-HP);Etudes de santé;Etudiants (réorientation, mise à niveau);F;Paris
3;3;IFSI Pitié Salpetrière (AP-HP);Etudes de santé;Etudiants (réorientation, mise à niveau);M;Paris
3;3;IFSI Pitié Salpetrière (AP-HP);Etudes de santé;Non scolarisés;F;Paris
1;1;IFSI Pitié Salpetrière (AP-HP);Etudes de santé;Non scolarisés;M;Paris
5;7;IFSI Raymond Poincaré (AP-HP);Etudes de santé;Etudiants (réorientation, mise à niveau);F;Versailles
1;1;IFSI Raymond Poincaré (AP-HP);Etudes de santé;Etudiants (réorientation, mise à niveau);M;Versailles
1;;IFSI Raymond Poincaré (AP-HP);Etudes de santé;Non scolarisés;F;Versailles
1;1;IFSI Raymond Poincaré (AP-HP);Etudes de santé;Non scolarisés;M;Versailles
1;1;IFSI Raymond Poincaré (AP-HP);Terminale;Lycéens de Terminale;F;Versailles
3;2;IFSI Saint Louis (AP-HP);Etudes de santé;Etudiants (réorientation, mise à niveau);F;Paris
2;2;IFSI Saint Louis (AP-HP);Etudes de santé;Etudiants (réorientation, mise à niveau);M;Paris
1;1;IFSI Saint Louis (AP-HP);Etudes de santé;Non scolarisés;F;Paris
1;;IFSI Saint Louis (AP-HP);Terminale;Lycéens de Terminale;F;Paris
3;3;IFSI Séraphine de Senlis - CH Les Murets;Etudes de santé;Etudiants (réorientation, mise à niveau);F;Créteil
15;10;IFSI Tenon (AP-HP);Etudes de santé;Etudiants (réorientation, mise à niveau);F;Paris
2;1;IFSI Tenon (AP-HP);Etudes de santé;Etudiants (réorientation, mise à niveau);M;Paris
3;3;IFSI Tenon (AP-HP);Etudes de santé;Non scolarisés;F;Paris
1;;IFSI Tenon (AP-HP);Terminale;Lycéens de Terminale;F;Paris
6;6;IFSI Virginie Olivier CH Sainte Anne;Etudes de santé;Etudiants (réorientation, mise à niveau);F;Paris
2;1;IFSI Virginie Olivier CH Sainte Anne;Etudes de santé;Etudiants (réorientation, mise à niveau);M;Paris
0;;IFSI Virginie Olivier CH Sainte Anne;Terminale;Lycéens de Terminale;F;Paris
1;;IFTE IDF;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Créteil
1;1;IFTE IDF;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Créteil
0;;IFTE IDF;Licence professionnelle;Etudiants (réorientation, mise à niveau);F;Créteil
2;1;IMA DU PAYS DE MEAUX;Autre formation du secondaire;Autres;M;Créteil
0;;IMA DU PAYS DE MEAUX;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Créteil
0;;IMA DU PAYS DE MEAUX;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Créteil
1;2;IMA DU PAYS DE MEAUX;Terminale;Lycéens de Terminale;F;Créteil
8;7;IMA DU PAYS DE MEAUX;Terminale;Lycéens de Terminale;M;Créteil
1;3;IMA Melun Val de Seine;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Créteil
3;1;IMA Melun Val de Seine;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Créteil
0;1;IMA Melun Val de Seine;BTS - BTSA - BTSM;Non scolarisés;M;Créteil
0;;IMA Melun Val de Seine;Classe de remise à niveau (Scientifique, pour entrer en BTS, ...);Etudiants (réorientation, mise à niveau);F;Créteil
1;;IMA Melun Val de Seine;Etudes de santé;Etudiants (réorientation, mise à niveau);M;Créteil
1;;IMA Melun Val de Seine;Etudes de santé;Non scolarisés;F;Créteil
0;;IMA Melun Val de Seine;Formations diplômantes du travail social;Etudiants (réorientation, mise à niveau);F;Créteil
0;;IMA Melun Val de Seine;Formations préparatoires à l'enseignement supérieur;Etudiants (réorientation, mise à niveau);F;Créteil
0;;IMA Melun Val de Seine;Formations professionnelles;Etudiants (réorientation, mise à niveau);M;Créteil
