Nb de candidats ayant fait au moins un vœu confirmé PP;Nb de cddt ayant au moins une proposition Parcoursup;Etablissement;Type de formation de la scolarité;Profil synthétique candidat;Sexe;Académie de rattachement
0;;Lycée Descartes;Première;Autres;M;Versailles
372;356;Lycée Descartes;Terminale;Lycéens de Terminale;F;Versailles
330;293;Lycée Descartes;Terminale;Lycéens de Terminale;M;Versailles
0;;Lycée Descartes;Terminale;Non scolarisés;F;Versailles
1;1;Lycée des Métiers Application De L'Enna;Terminale;Lycéens de Terminale;F;Créteil
89;72;Lycée des Métiers Application De L'Enna;Terminale;Lycéens de Terminale;M;Créteil
0;;Lycée des Métiers de l'horticulture et du paysage;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);F;Créteil
1;1;Lycée des Métiers de l'horticulture et du paysage;Autre formation du supérieur;Non scolarisés;F;Créteil
3;1;Lycée des Métiers de l'horticulture et du paysage;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Créteil
5;4;Lycée des Métiers de l'horticulture et du paysage;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Créteil
0;;Lycée des Métiers de l'horticulture et du paysage;BTS - BTSA - BTSM;Non scolarisés;F;Créteil
9;8;Lycée des Métiers de l'horticulture et du paysage;CLPES;Etudiants (réorientation, mise à niveau);F;Créteil
4;5;Lycée des Métiers de l'horticulture et du paysage;CLPES;Etudiants (réorientation, mise à niveau);M;Créteil
1;;Lycée des Métiers de l'horticulture et du paysage;Prépa autres écoles (Arts, Audiovisuel, Hôtellerie, ...);Etudiants (réorientation, mise à niveau);F;Créteil
10;10;Lycée des Métiers de l'horticulture et du paysage;Terminale;Lycéens de Terminale;F;Créteil
11;12;Lycée des Métiers de l'horticulture et du paysage;Terminale;Lycéens de Terminale;M;Créteil
6;4;Lycée des Métiers de l'Hôtellerie Guillaume TIREL;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Paris
1;1;Lycée des Métiers de l'Hôtellerie Guillaume TIREL;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Paris
2;2;Lycée des Métiers de l'Hôtellerie Guillaume TIREL;Mentions complémentaires;Etudiants (réorientation, mise à niveau);F;Paris
2;2;Lycée des Métiers de l'Hôtellerie Guillaume TIREL;Mentions complémentaires;Etudiants (réorientation, mise à niveau);M;Paris
10;10;Lycée des Métiers de l'Hôtellerie Guillaume TIREL;Mise à niveau (MANAA, MANH, ...);Etudiants (réorientation, mise à niveau);F;Paris
6;5;Lycée des Métiers de l'Hôtellerie Guillaume TIREL;Mise à niveau (MANAA, MANH, ...);Etudiants (réorientation, mise à niveau);M;Paris
1;1;Lycée des Métiers de l'Hôtellerie Guillaume TIREL;Mise à niveau (MANAA, MANH, ...);Non scolarisés;F;Paris
24;23;Lycée des Métiers de l'Hôtellerie Guillaume TIREL;Terminale;Lycéens de Terminale;F;Paris
31;28;Lycée des Métiers de l'Hôtellerie Guillaume TIREL;Terminale;Lycéens de Terminale;M;Paris
0;;Lycée des Métiers Dorian;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);M;Paris
0;;Lycée des Métiers Dorian;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Paris
19;10;Lycée des Métiers Dorian;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Paris
1;;Lycée des Métiers Dorian;BTS - BTSA - BTSM;Non scolarisés;F;Paris
4;3;Lycée des Métiers Dorian;BTS - BTSA - BTSM;Non scolarisés;M;Paris
5;5;Lycée des Métiers Dorian;CPGE;Etudiants (réorientation, mise à niveau);F;Paris
33;30;Lycée des Métiers Dorian;CPGE;Etudiants (réorientation, mise à niveau);M;Paris
47;44;Lycée des Métiers Dorian;Terminale;Lycéens de Terminale;F;Paris
115;106;Lycée des Métiers Dorian;Terminale;Lycéens de Terminale;M;Paris
1;1;Lycée Des métiers Jean DROUANT;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);M;Paris
1;1;Lycée Des métiers Jean DROUANT;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Paris
0;;Lycée Des métiers Jean DROUANT;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Paris
1;1;Lycée Des métiers Jean DROUANT;Mentions complémentaires;Etudiants (réorientation, mise à niveau);F;Paris
0;;Lycée Des métiers Jean DROUANT;Mentions complémentaires;Etudiants (réorientation, mise à niveau);M;Paris
18;14;Lycée Des métiers Jean DROUANT;Mise à niveau (MANAA, MANH, ...);Etudiants (réorientation, mise à niveau);F;Paris
20;16;Lycée Des métiers Jean DROUANT;Mise à niveau (MANAA, MANH, ...);Etudiants (réorientation, mise à niveau);M;Paris
25;25;Lycée Des métiers Jean DROUANT;Terminale;Lycéens de Terminale;F;Paris
31;30;Lycée Des métiers Jean DROUANT;Terminale;Lycéens de Terminale;M;Paris
0;;Lycée DES METIERS LA SALLE ST NICOLAS;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);M;Versailles
2;;Lycée DES METIERS LA SALLE ST NICOLAS;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Versailles
1;1;Lycée DES METIERS LA SALLE ST NICOLAS;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Versailles
1;1;Lycée DES METIERS LA SALLE ST NICOLAS;BTS - BTSA - BTSM;Non scolarisés;M;Versailles
25;26;Lycée DES METIERS LA SALLE ST NICOLAS;Terminale;Lycéens de Terminale;F;Versailles
94;90;Lycée DES METIERS LA SALLE ST NICOLAS;Terminale;Lycéens de Terminale;M;Versailles
0;;Lycée De Villaroy;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Versailles
4;2;Lycée De Villaroy;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Versailles
2;1;Lycée De Villaroy;BTS - BTSA - BTSM;Non scolarisés;M;Versailles
0;;Lycée De Villaroy;Première;Autres;M;Versailles
130;121;Lycée De Villaroy;Terminale;Lycéens de Terminale;F;Versailles
135;118;Lycée De Villaroy;Terminale;Lycéens de Terminale;M;Versailles
0;;Lycée Diderot;Autre formation du secondaire;Autres;F;Paris
2;2;Lycée Diderot;Autre formation du secondaire;Autres;M;Paris
1;1;Lycée Diderot;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);M;Paris
1;1;Lycée Diderot;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Paris
27;18;Lycée Diderot;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Paris
2;;Lycée Diderot;BTS - BTSA - BTSM;Non scolarisés;M;Paris
0;;Lycée Diderot;CPGE;Etudiants (réorientation, mise à niveau);M;Paris
0;;Lycée Diderot;CPGE;Non scolarisés;M;Paris
1;1;Lycée Diderot;Formations d'art, de design et du spectacle vivant;Etudiants (réorientation, mise à niveau);M;Paris
2;1;Lycée Diderot;Première;Autres;M;Paris
56;50;Lycée Diderot;Terminale;Lycéens de Terminale;F;Paris
180;156;Lycée Diderot;Terminale;Lycéens de Terminale;M;Paris
133;132;LYCEE DU BOURGET;Terminale;Lycéens de Terminale;F;Créteil
95;90;LYCEE DU BOURGET;Terminale;Lycéens de Terminale;M;Créteil
42;39;Lycée Du Cours Secondaire D'Orsay;Terminale;Lycéens de Terminale;F;Versailles
39;37;Lycée Du Cours Secondaire D'Orsay;Terminale;Lycéens de Terminale;M;Versailles
1;;Lycée du Gué-à-Tresmes;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);F;Créteil
0;;Lycée du Gué-à-Tresmes;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Créteil
9;5;Lycée du Gué-à-Tresmes;Formations d'art, de design et du spectacle vivant;Etudiants (réorientation, mise à niveau);F;Créteil
1;1;Lycée du Gué-à-Tresmes;Formations d'art, de design et du spectacle vivant;Non scolarisés;F;Créteil
0;;Lycée du Gué-à-Tresmes;Licence sélective;Etudiants (réorientation, mise à niveau);F;Créteil
6;6;Lycée du Gué-à-Tresmes;Mise à niveau (MANAA, MANH, ...);Etudiants (réorientation, mise à niveau);F;Créteil
5;5;Lycée du Gué-à-Tresmes;Mise à niveau (MANAA, MANH, ...);Etudiants (réorientation, mise à niveau);M;Créteil
42;38;Lycée du Gué-à-Tresmes;Terminale;Lycéens de Terminale;F;Créteil
35;30;Lycée du Gué-à-Tresmes;Terminale;Lycéens de Terminale;M;Créteil
0;;Lycée Dumont D'Urville;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Versailles
2;2;Lycée Dumont D'Urville;Mentions complémentaires;Etudiants (réorientation, mise à niveau);F;Versailles
1;;Lycée Dumont D'Urville;Mentions complémentaires;Etudiants (réorientation, mise à niveau);M;Versailles
85;80;Lycée Dumont D'Urville;Terminale;Lycéens de Terminale;F;Versailles
83;76;Lycée Dumont D'Urville;Terminale;Lycéens de Terminale;M;Versailles
0;;Lycée Dumont D'Urville;Terminale;Non scolarisés;F;Versailles
0;;Lycée du Parc des Loges;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);M;Versailles
0;;Lycée du Parc des Loges;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Versailles
3;3;Lycée du Parc des Loges;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Versailles
1;;Lycée du Parc des Loges;BTS - BTSA - BTSM;Non scolarisés;M;Versailles
10;10;Lycée du Parc des Loges;CPGE;Etudiants (réorientation, mise à niveau);F;Versailles
24;23;Lycée du Parc des Loges;CPGE;Etudiants (réorientation, mise à niveau);M;Versailles
0;;Lycée du Parc des Loges;Formations préparatoires à l'enseignement supérieur;Etudiants (réorientation, mise à niveau);M;Versailles
1;1;Lycée du Parc des Loges;Formations préparatoires à l'enseignement supérieur;Non scolarisés;F;Versailles
293;287;Lycée du Parc des Loges;Terminale;Lycéens de Terminale;F;Versailles
175;161;Lycée du Parc des Loges;Terminale;Lycéens de Terminale;M;Versailles
1;1;Lycée du Parc des Loges;Terminale;Non scolarisés;F;Versailles
45;44;Lycée Edgar Poe;Terminale;Lycéens de Terminale;F;Paris
50;50;Lycée Edgar Poe;Terminale;Lycéens de Terminale;M;Paris
1;;Lycée Edgar Quinet;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);F;Paris
7;6;Lycée Edgar Quinet;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Paris
3;2;Lycée Edgar Quinet;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Paris
1;;Lycée Edgar Quinet;BTS - BTSA - BTSM;Non scolarisés;F;Paris
1;1;Lycée Edgar Quinet;BTS - BTSA - BTSM;Non scolarisés;M;Paris
1;1;Lycée Edgar Quinet;Mentions complémentaires;Etudiants (réorientation, mise à niveau);F;Paris
0;;Lycée Edgar Quinet;Mentions complémentaires;Etudiants (réorientation, mise à niveau);M;Paris
0;;Lycée Edgar Quinet;Première;Autres;F;Paris
89;78;Lycée Edgar Quinet;Terminale;Lycéens de Terminale;F;Paris
90;65;Lycée Edgar Quinet;Terminale;Lycéens de Terminale;M;Paris
0;;Lycée Edgar Quinet;Terminale;Non scolarisés;F;Paris
1;;Lycée Edmond Michelet;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Versailles
4;3;Lycée Edmond Michelet;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Versailles
153;149;Lycée Edmond Michelet;Terminale;Lycéens de Terminale;F;Versailles
184;167;Lycée Edmond Michelet;Terminale;Lycéens de Terminale;M;Versailles
5;5;Lycée Edmond Rostand;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Versailles
1;1;Lycée Edmond Rostand;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Versailles
1;;Lycée Edmond Rostand;BTS - BTSA - BTSM;Non scolarisés;M;Versailles
194;171;Lycée Edmond Rostand;Terminale;Lycéens de Terminale;F;Versailles
131;101;Lycée Edmond Rostand;Terminale;Lycéens de Terminale;M;Versailles
0;1;Lycée Edouard Branly;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Créteil
14;7;Lycée Edouard Branly;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Créteil
0;;Lycée Edouard Branly;BTS - BTSA - BTSM;Non scolarisés;F;Créteil
0;;Lycée Edouard Branly;BTS - BTSA - BTSM;Non scolarisés;M;Créteil
0;;Lycée Edouard Branly;Première;Autres;F;Créteil
169;154;Lycée Edouard Branly;Terminale;Lycéens de Terminale;F;Créteil
279;254;Lycée Edouard Branly;Terminale;Lycéens de Terminale;M;Créteil
8;8;Lycée Education et Savoir;Terminale;Lycéens de Terminale;F;Créteil
3;3;Lycée Education et Savoir;Terminale;Lycéens de Terminale;M;Créteil
1;;Lycée Education et Savoir;Terminale;Non scolarisés;F;Créteil
1;;Lycée Elisa Lemonnier;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);F;Paris
10;8;Lycée Elisa Lemonnier;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Paris
5;1;Lycée Elisa Lemonnier;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Paris
2;3;Lycée Elisa Lemonnier;BTS - BTSA - BTSM;Non scolarisés;F;Paris
1;1;Lycée Elisa Lemonnier;BTS - BTSA - BTSM;Non scolarisés;M;Paris
0;;Lycée Elisa Lemonnier;Première;Autres;F;Paris
0;;Lycée Elisa Lemonnier;Seconde;Autres;F;Paris
148;119;Lycée Elisa Lemonnier;Terminale;Lycéens de Terminale;F;Paris
60;46;Lycée Elisa Lemonnier;Terminale;Lycéens de Terminale;M;Paris
16;15;Lycée Emile Dubois;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Paris
13;12;Lycée Emile Dubois;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Paris
2;2;Lycée Emile Dubois;BTS - BTSA - BTSM;Non scolarisés;F;Paris
3;2;Lycée Emile Dubois;BTS - BTSA - BTSM;Non scolarisés;M;Paris
0;;Lycée Emile Dubois;Première;Autres;F;Paris
109;98;Lycée Emile Dubois;Terminale;Lycéens de Terminale;F;Paris
37;30;Lycée Emile Dubois;Terminale;Lycéens de Terminale;M;Paris
101;100;Lycée Emilie De Breteuil;Terminale;Lycéens de Terminale;F;Versailles
180;163;Lycée Emilie De Breteuil;Terminale;Lycéens de Terminale;M;Versailles
0;;Lycée Emilie du Châtelet;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Créteil
0;;Lycée Emilie du Châtelet;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Créteil
6;6;Lycée Emilie du Châtelet;Mise à niveau (MANAA, MANH, ...);Etudiants (réorientation, mise à niveau);F;Créteil
7;5;Lycée Emilie du Châtelet;Mise à niveau (MANAA, MANH, ...);Etudiants (réorientation, mise à niveau);M;Créteil
215;208;Lycée Emilie du Châtelet;Terminale;Lycéens de Terminale;F;Créteil
146;131;Lycée Emilie du Châtelet;Terminale;Lycéens de Terminale;M;Créteil
0;;Lycée Emily Brontë;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Créteil
2;2;Lycée Emily Brontë;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Créteil
1;;Lycée Emily Brontë;BTS - BTSA - BTSM;Non scolarisés;F;Créteil
0;;Lycée Emily Brontë;Première;Autres;M;Créteil
191;175;Lycée Emily Brontë;Terminale;Lycéens de Terminale;F;Créteil
134;121;Lycée Emily Brontë;Terminale;Lycéens de Terminale;M;Créteil
5;3;Lycée E. Mounier;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Versailles
11;4;Lycée E. Mounier;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Versailles
2;1;Lycée E. Mounier;BTS - BTSA - BTSM;Non scolarisés;F;Versailles
1;1;Lycée E. Mounier;BTS - BTSA - BTSM;Non scolarisés;M;Versailles
126;119;Lycée E. Mounier;Terminale;Lycéens de Terminale;F;Versailles
144;127;Lycée E. Mounier;Terminale;Lycéens de Terminale;M;Versailles
1;;Lycée E. Mounier;Terminale;Non scolarisés;M;Versailles
68;67;Lycée Epin;Terminale;Lycéens de Terminale;F;Créteil
35;34;Lycée Epin;Terminale;Lycéens de Terminale;M;Créteil
1;1;Lycée EPMC La Ruche;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Paris
0;;Lycée EPMC La Ruche;BTS - BTSA - BTSM;Non scolarisés;F;Paris
1;1;Lycée EPMC La Ruche;Formations d'art, de design et du spectacle vivant;Etudiants (réorientation, mise à niveau);F;Paris
17;12;Lycée Espagnol Luis Bunuel;Terminale;Scolarité étrangère;F;Versailles
7;6;Lycée Espagnol Luis Bunuel;Terminale;Scolarité étrangère;M;Versailles
105;102;Lycée Esperance;Terminale;Lycéens de Terminale;F;Créteil
78;78;Lycée Esperance;Terminale;Lycéens de Terminale;M;Créteil
0;;Lycée ESTBA;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);M;Paris
12;11;Lycée ESTBA;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Paris
4;4;Lycée ESTBA;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Paris
0;;Lycée ESTBA;BTS - BTSA - BTSM;Non scolarisés;F;Paris
2;1;Lycée ESTBA;Classe de remise à niveau (Scientifique, pour entrer en BTS, ...);Etudiants (réorientation, mise à niveau);F;Paris
4;4;Lycée ESTBA;Classe de remise à niveau (Scientifique, pour entrer en BTS, ...);Etudiants (réorientation, mise à niveau);M;Paris
1;1;Lycée ESTBA;Prépa formation paramédicale (prépa orthophoniste, ...);Etudiants (réorientation, mise à niveau);F;Paris
3;3;Lycée Estienne Esaig;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Paris
7;4;Lycée Estienne Esaig;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Paris
1;1;Lycée Estienne Esaig;BTS - BTSA - BTSM;Non scolarisés;F;Paris
6;5;Lycée Estienne Esaig;Formations d'art, de design et du spectacle vivant;Etudiants (réorientation, mise à niveau);F;Paris
0;;Lycée Estienne Esaig;Formations d'art, de design et du spectacle vivant;Etudiants (réorientation, mise à niveau);M;Paris
0;;Lycée Estienne Esaig;Prépa autres écoles (Arts, Audiovisuel, Hôtellerie, ...);Etudiants (réorientation, mise à niveau);F;Paris
1;1;Lycée Etienne Bezout;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Créteil
1;1;Lycée Etienne Bezout;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Créteil
1;1;Lycée Etienne Bezout;BTS - BTSA - BTSM;Non scolarisés;F;Créteil
1;;Lycée Etienne Bezout;BTS - BTSA - BTSM;Non scolarisés;M;Créteil
0;;Lycée Etienne Bezout;Première;Autres;M;Créteil
178;166;Lycée Etienne Bezout;Terminale;Lycéens de Terminale;F;Créteil
141;126;Lycée Etienne Bezout;Terminale;Lycéens de Terminale;M;Créteil
3;3;Lycée Etienne-Jules Marey;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);F;Versailles
4;2;Lycée Etienne-Jules Marey;Mentions complémentaires;Etudiants (réorientation, mise à niveau);F;Versailles
3;1;Lycée Etienne-Jules Marey;Mentions complémentaires;Etudiants (réorientation, mise à niveau);M;Versailles
0;;Lycée Etienne-Jules Marey;Première;Autres;F;Versailles
86;78;Lycée Etienne-Jules Marey;Terminale;Lycéens de Terminale;F;Versailles
27;16;Lycée Etienne-Jules Marey;Terminale;Lycéens de Terminale;M;Versailles
10;9;Lycée étranger privé Léonard de Vinci;Terminale;Scolarité étrangère;F;Paris
6;5;Lycée étranger privé Léonard de Vinci;Terminale;Scolarité étrangère;M;Paris
0;;Lycée Eugene Delacroix;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);M;Créteil
11;8;Lycée Eugene Delacroix;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Créteil
5;2;Lycée Eugene Delacroix;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Créteil
3;3;Lycée Eugene Delacroix;BTS - BTSA - BTSM;Non scolarisés;F;Créteil
2;2;Lycée Eugene Delacroix;BTS - BTSA - BTSM;Non scolarisés;M;Créteil
0;;Lycée Eugene Delacroix;Première;Autres;M;Créteil
204;196;Lycée Eugene Delacroix;Terminale;Lycéens de Terminale;F;Créteil
171;152;Lycée Eugene Delacroix;Terminale;Lycéens de Terminale;M;Créteil
2;1;Lycée Eugène Delacroix;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Créteil
9;5;Lycée Eugène Delacroix;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Créteil
0;;Lycée Eugène Delacroix;BTS - BTSA - BTSM;Non scolarisés;F;Créteil
323;296;Lycée Eugène Delacroix;Terminale;Lycéens de Terminale;F;Créteil
165;141;Lycée Eugène Delacroix;Terminale;Lycéens de Terminale;M;Créteil
1;;Lycée Eugène Delacroix;Terminale;Non scolarisés;M;Créteil
0;;Lycée Eugene Henaff;Mentions complémentaires;Etudiants (réorientation, mise à niveau);M;Créteil
0;;Lycée Eugene Henaff;Première;Autres;F;Créteil
111;105;Lycée Eugene Henaff;Terminale;Lycéens de Terminale;F;Créteil
154;137;Lycée Eugene Henaff;Terminale;Lycéens de Terminale;M;Créteil
104;102;Lycée Eugene Ionesco;Terminale;Lycéens de Terminale;F;Versailles
165;156;Lycée Eugene Ionesco;Terminale;Lycéens de Terminale;M;Versailles
0;;Lycée Eugenie Cotton;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);F;Créteil
1;1;Lycée Eugenie Cotton;Autre formation du supérieur;Non scolarisés;F;Créteil
5;4;Lycée Eugenie Cotton;Formations d'art, de design et du spectacle vivant;Etudiants (réorientation, mise à niveau);F;Créteil
1;;Lycée Eugenie Cotton;Formations d'art, de design et du spectacle vivant;Etudiants (réorientation, mise à niveau);M;Créteil
0;;Lycée Eugenie Cotton;Licence sélective;Etudiants (réorientation, mise à niveau);F;Créteil
1;1;Lycée Eugenie Cotton;Licence sélective;Etudiants (réorientation, mise à niveau);M;Créteil
1;2;Lycée Eugenie Cotton;Mentions complémentaires;Etudiants (réorientation, mise à niveau);F;Créteil
1;1;Lycée Eugenie Cotton;Mentions complémentaires;Etudiants (réorientation, mise à niveau);M;Créteil
0;;Lycée Eugenie Cotton;Première;Autres;F;Créteil
112;96;Lycée Eugenie Cotton;Terminale;Lycéens de Terminale;F;Créteil
50;37;Lycée Eugenie Cotton;Terminale;Lycéens de Terminale;M;Créteil
3;3;Lycée Evariste Galois;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Créteil
4;4;Lycée Evariste Galois;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Versailles
3;4;Lycée Evariste Galois;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Créteil
4;2;Lycée Evariste Galois;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Versailles
0;;Lycée Evariste Galois;Première;Autres;F;Versailles
0;;Lycée Evariste Galois;Première;Autres;M;Versailles
175;164;Lycée Evariste Galois;Terminale;Lycéens de Terminale;F;Créteil
450;420;Lycée Evariste Galois;Terminale;Lycéens de Terminale;F;Versailles
132;120;Lycée Evariste Galois;Terminale;Lycéens de Terminale;M;Créteil
432;369;Lycée Evariste Galois;Terminale;Lycéens de Terminale;M;Versailles
4;4;Lycée Fenelon;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Créteil
0;;Lycée Fenelon;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Créteil
85;85;Lycée Fenelon;Terminale;Lycéens de Terminale;F;Créteil
68;67;Lycée Fenelon;Terminale;Lycéens de Terminale;M;Créteil
73;71;Lycée Fénelon;CPGE;Etudiants (réorientation, mise à niveau);F;Paris
26;25;Lycée Fénelon;CPGE;Etudiants (réorientation, mise à niveau);M;Paris
0;;Lycée Fénelon;CPGE;Non scolarisés;F;Paris
0;1;Lycée Fénelon;CPGE;Non scolarisés;M;Paris
2;2;Lycée Fénelon;Formations préparatoires à l'enseignement supérieur;Etudiants (réorientation, mise à niveau);F;Paris
0;;Lycée Fénelon;Prépa autres écoles (Arts, Audiovisuel, Hôtellerie, ...);Etudiants (réorientation, mise à niveau);M;Paris
101;100;Lycée Fénelon;Terminale;Lycéens de Terminale;F;Paris
66;66;Lycée Fénelon;Terminale;Lycéens de Terminale;M;Paris
1;1;Lycée Fénelon Sainte-Marie;Classe de remise à niveau (Scientifique, pour entrer en BTS, ...);Etudiants (réorientation, mise à niveau);M;Paris
6;6;Lycée Fénelon Sainte-Marie;CPGE;Etudiants (réorientation, mise à niveau);F;Paris
15;12;Lycée Fénelon Sainte-Marie;CPGE;Etudiants (réorientation, mise à niveau);M;Paris
1;;Lycée Fénelon Sainte-Marie;Formations préparatoires à l'enseignement supérieur;Etudiants (réorientation, mise à niveau);F;Paris
142;140;Lycée Fénelon Sainte-Marie;Terminale;Lycéens de Terminale;F;Paris
118;115;Lycée Fénelon Sainte-Marie;Terminale;Lycéens de Terminale;M;Paris
1;;Lycée Fenelon Sup La Plaine Monceau;Autre formation du supérieur;Non scolarisés;M;Paris
2;1;Lycée Fenelon Sup La Plaine Monceau;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Paris
1;1;Lycée Fenelon Sup La Plaine Monceau;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Paris
3;3;Lycée Fenelon Sup La Plaine Monceau;BTS - BTSA - BTSM;Non scolarisés;M;Paris
1;;Lycée Fenelon Sup La Plaine Monceau;CPGE;Etudiants (réorientation, mise à niveau);F;Paris
1;;Lycée Fernand Leger;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Créteil
52;50;Lycée Fernand Leger;Terminale;Lycéens de Terminale;F;Créteil
35;34;Lycée Fernand Leger;Terminale;Lycéens de Terminale;M;Créteil
4;2;Lycée F. Et N. Leger;Autre formation du secondaire;Autres;F;Versailles
1;;Lycée F. Et N. Leger;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);F;Versailles
4;4;Lycée F. Et N. Leger;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Versailles
1;;Lycée F. Et N. Leger;BTS - BTSA - BTSM;Non scolarisés;F;Versailles
1;;Lycée F. Et N. Leger;Mentions complémentaires;Etudiants (réorientation, mise à niveau);F;Versailles
0;;Lycée F. Et N. Leger;Première;Autres;M;Versailles
1;;Lycée F. Et N. Leger;Prépa formation paramédicale (prépa orthophoniste, ...);Etudiants (réorientation, mise à niveau);F;Versailles
0;;Lycée F. Et N. Leger;Seconde;Autres;M;Versailles
163;141;Lycée F. Et N. Leger;Terminale;Lycéens de Terminale;F;Versailles
58;49;Lycée F. Et N. Leger;Terminale;Lycéens de Terminale;M;Versailles
12;9;Lycée Flora Tristan;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Créteil
4;3;Lycée Flora Tristan;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Créteil
0;;Lycée Flora Tristan;BTS - BTSA - BTSM;Non scolarisés;F;Créteil
0;;Lycée Flora Tristan;Première;Autres;M;Créteil
0;;Lycée Flora Tristan;Seconde;Autres;M;Créteil
231;201;Lycée Flora Tristan;Terminale;Lycéens de Terminale;F;Créteil
203;183;Lycée Flora Tristan;Terminale;Lycéens de Terminale;M;Créteil
1;2;Lycée Fragonard;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Versailles
2;1;Lycée Fragonard;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Versailles
