Nb de candidats ayant fait au moins un vœu confirmé PP;Nb de cddt ayant au moins une proposition Parcoursup;Etablissement;Type de formation de la scolarité;Profil synthétique candidat;Sexe;Académie de rattachement
22;7;Lycée Langevin-Wallon;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Créteil
1;;Lycée Langevin-Wallon;BTS - BTSA - BTSM;Non scolarisés;F;Créteil
2;1;Lycée Langevin-Wallon;BTS - BTSA - BTSM;Non scolarisés;M;Créteil
2;1;Lycée Langevin-Wallon;Certificats de spécialisation et FCIL;Etudiants (réorientation, mise à niveau);F;Créteil
9;6;Lycée Langevin-Wallon;Certificats de spécialisation et FCIL;Etudiants (réorientation, mise à niveau);M;Créteil
1;1;Lycée Langevin-Wallon;CPGE;Etudiants (réorientation, mise à niveau);F;Créteil
4;5;Lycée Langevin-Wallon;CPGE;Etudiants (réorientation, mise à niveau);M;Créteil
0;;Lycée Langevin-Wallon;Première;Autres;F;Créteil
0;;Lycée Langevin-Wallon;Première;Autres;M;Créteil
0;;Lycée Langevin-Wallon;Seconde;Autres;F;Créteil
122;110;Lycée Langevin-Wallon;Terminale;Lycéens de Terminale;F;Créteil
150;127;Lycée Langevin-Wallon;Terminale;Lycéens de Terminale;M;Créteil
0;;Lycée La Rochefoucauld;Première;Autres;F;Paris
62;61;Lycée La Rochefoucauld;Terminale;Lycéens de Terminale;F;Paris
68;66;Lycée La Rochefoucauld;Terminale;Lycéens de Terminale;M;Paris
1;;Lycée La Salle Passy Buzenval;BTS - BTSA - BTSM;Non scolarisés;M;Versailles
1;1;Lycée La Salle Passy Buzenval;Formations préparatoires à l'enseignement supérieur;Etudiants (réorientation, mise à niveau);F;Versailles
6;4;Lycée La Salle Passy Buzenval;Formations préparatoires à l'enseignement supérieur;Etudiants (réorientation, mise à niveau);M;Versailles
0;;Lycée La Salle Passy Buzenval;Première;Autres;F;Versailles
0;;Lycée La Salle Passy Buzenval;Première;Autres;M;Versailles
93;92;Lycée La Salle Passy Buzenval;Terminale;Lycéens de Terminale;F;Versailles
262;258;Lycée La Salle Passy Buzenval;Terminale;Lycéens de Terminale;M;Versailles
0;;Lycée La Salle - Saint Rosaire;Première;Autres;F;Versailles
0;;Lycée La Salle - Saint Rosaire;Première;Autres;M;Versailles
92;91;Lycée La Salle - Saint Rosaire;Terminale;Lycéens de Terminale;F;Versailles
86;79;Lycée La Salle - Saint Rosaire;Terminale;Lycéens de Terminale;M;Versailles
28;26;Lycée La Source;Terminale;Lycéens de Terminale;F;Versailles
25;25;Lycée La Source;Terminale;Lycéens de Terminale;M;Versailles
55;54;Lycée L'Assomption;Terminale;Lycéens de Terminale;F;Paris
58;56;Lycée L'Assomption;Terminale;Lycéens de Terminale;M;Paris
131;122;Lycée La Tour Des Dames;Terminale;Lycéens de Terminale;F;Créteil
105;88;Lycée La Tour Des Dames;Terminale;Lycéens de Terminale;M;Créteil
6;7;Lycée Lavoisier;CPGE;Etudiants (réorientation, mise à niveau);F;Paris
4;6;Lycée Lavoisier;CPGE;Etudiants (réorientation, mise à niveau);M;Paris
98;98;Lycée Lavoisier;Terminale;Lycéens de Terminale;F;Paris
102;101;Lycée Lavoisier;Terminale;Lycéens de Terminale;M;Paris
1;1;Lycée LAVOISIER;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Versailles
0;;Lycée LAVOISIER;Certificats de spécialisation et FCIL;Etudiants (réorientation, mise à niveau);M;Versailles
8;8;Lycée LAVOISIER;Terminale;Lycéens de Terminale;F;Versailles
38;34;Lycée LAVOISIER;Terminale;Lycéens de Terminale;M;Versailles
83;81;Lycée Le Bon Sauveur;Terminale;Lycéens de Terminale;F;Versailles
88;84;Lycée Le Bon Sauveur;Terminale;Lycéens de Terminale;M;Versailles
1;1;Lycée L'Ecole;Certificats de spécialisation et FCIL;Etudiants (réorientation, mise à niveau);F;Paris
18;15;Lycée L'Ecole;Terminale;Lycéens de Terminale;F;Paris
16;15;Lycée L'Ecole;Terminale;Lycéens de Terminale;M;Paris
1;1;Lycée L'ECOLE HEUREUSE;Première;Autres;F;Créteil
2;;Lycée L'ECOLE HEUREUSE;Terminale;Lycéens de Terminale;M;Créteil
0;;Lycée Le Corbusier;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);F;Versailles
7;3;Lycée Le Corbusier;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Créteil
4;;Lycée Le Corbusier;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Versailles
17;7;Lycée Le Corbusier;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Créteil
3;3;Lycée Le Corbusier;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Versailles
1;1;Lycée Le Corbusier;BTS - BTSA - BTSM;Non scolarisés;F;Créteil
1;1;Lycée Le Corbusier;BTS - BTSA - BTSM;Non scolarisés;F;Versailles
3;1;Lycée Le Corbusier;BTS - BTSA - BTSM;Non scolarisés;M;Créteil
0;;Lycée Le Corbusier;BTS - BTSA - BTSM;Non scolarisés;M;Versailles
4;4;Lycée Le Corbusier;CPGE;Etudiants (réorientation, mise à niveau);F;Créteil
18;14;Lycée Le Corbusier;CPGE;Etudiants (réorientation, mise à niveau);M;Créteil
2;2;Lycée Le Corbusier;Formations d'art, de design et du spectacle vivant;Etudiants (réorientation, mise à niveau);F;Versailles
0;;Lycée Le Corbusier;Première;Autres;F;Versailles
0;;Lycée Le Corbusier;Première;Autres;M;Versailles
176;160;Lycée Le Corbusier;Terminale;Lycéens de Terminale;F;Créteil
219;201;Lycée Le Corbusier;Terminale;Lycéens de Terminale;F;Versailles
184;157;Lycée Le Corbusier;Terminale;Lycéens de Terminale;M;Créteil
200;172;Lycée Le Corbusier;Terminale;Lycéens de Terminale;M;Versailles
0;;Lycée Le Corbusier;Terminale;Non scolarisés;M;Versailles
7;3;Lycée Leo Lagrange;Certificats de spécialisation et FCIL;Etudiants (réorientation, mise à niveau);F;Créteil
3;;Lycée Leo Lagrange;Certificats de spécialisation et FCIL;Etudiants (réorientation, mise à niveau);M;Créteil
58;40;Lycée Leo Lagrange;Terminale;Lycéens de Terminale;F;Créteil
48;36;Lycée Leo Lagrange;Terminale;Lycéens de Terminale;M;Créteil
1;1;Lycée Leonard De Vinci;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);F;Versailles
13;8;Lycée Leonard De Vinci;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Créteil
13;8;Lycée Leonard De Vinci;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Versailles
16;10;Lycée Leonard De Vinci;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Créteil
7;4;Lycée Leonard De Vinci;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Versailles
3;4;Lycée Leonard De Vinci;BTS - BTSA - BTSM;Non scolarisés;F;Versailles
4;1;Lycée Leonard De Vinci;BTS - BTSA - BTSM;Non scolarisés;M;Créteil
1;1;Lycée Leonard De Vinci;BTS - BTSA - BTSM;Non scolarisés;M;Versailles
0;;Lycée Leonard De Vinci;Certificats de spécialisation et FCIL;Etudiants (réorientation, mise à niveau);M;Créteil
12;12;Lycée Leonard De Vinci;DCG;Etudiants (réorientation, mise à niveau);F;Créteil
15;14;Lycée Leonard De Vinci;DCG;Etudiants (réorientation, mise à niveau);M;Créteil
1;1;Lycée Leonard De Vinci;Formations préparatoires à l'enseignement supérieur;Etudiants (réorientation, mise à niveau);M;Créteil
0;;Lycée Leonard De Vinci;Première;Autres;F;Créteil
0;;Lycée Leonard De Vinci;Première;Autres;F;Versailles
0;;Lycée Leonard De Vinci;Première;Autres;M;Créteil
0;;Lycée Leonard De Vinci;Première;Autres;M;Versailles
268;235;Lycée Leonard De Vinci;Terminale;Lycéens de Terminale;F;Créteil
448;393;Lycée Leonard De Vinci;Terminale;Lycéens de Terminale;F;Versailles
245;203;Lycée Leonard De Vinci;Terminale;Lycéens de Terminale;M;Créteil
357;288;Lycée Leonard De Vinci;Terminale;Lycéens de Terminale;M;Versailles
1;2;Lycée Léonard de Vinci;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);M;Paris
4;4;Lycée Léonard de Vinci;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Paris
2;1;Lycée Léonard de Vinci;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Versailles
9;7;Lycée Léonard de Vinci;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Paris
1;1;Lycée Léonard de Vinci;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Versailles
1;;Lycée Léonard de Vinci;BTS - BTSA - BTSM;Non scolarisés;F;Versailles
1;1;Lycée Léonard de Vinci;BTS - BTSA - BTSM;Non scolarisés;M;Versailles
4;3;Lycée Léonard de Vinci;Certificats de spécialisation et FCIL;Etudiants (réorientation, mise à niveau);F;Paris
2;2;Lycée Léonard de Vinci;Certificats de spécialisation et FCIL;Etudiants (réorientation, mise à niveau);M;Paris
0;;Lycée Léonard de Vinci;Première;Autres;F;Versailles
0;;Lycée Léonard de Vinci;Première;Autres;M;Versailles
0;;Lycée Léonard de Vinci;Terminale;Etudiants (réorientation, mise à niveau);F;Paris
0;;Lycée Léonard de Vinci;Terminale;Etudiants (réorientation, mise à niveau);M;Paris
16;12;Lycée Léonard de Vinci;Terminale;Lycéens de Terminale;F;Paris
168;153;Lycée Léonard de Vinci;Terminale;Lycéens de Terminale;F;Versailles
47;33;Lycée Léonard de Vinci;Terminale;Lycéens de Terminale;M;Paris
220;198;Lycée Léonard de Vinci;Terminale;Lycéens de Terminale;M;Versailles
8;9;Lycée Leon Blum;CPGE;Etudiants (réorientation, mise à niveau);F;Créteil
1;3;Lycée Leon Blum;CPGE;Etudiants (réorientation, mise à niveau);M;Créteil
1;2;Lycée Leon Blum;CPGE;Non scolarisés;F;Créteil
0;;Lycée Leon Blum;Formations préparatoires à l'enseignement supérieur;Etudiants (réorientation, mise à niveau);F;Créteil
1;1;Lycée Leon Blum;Prépa autres écoles (Arts, Audiovisuel, Hôtellerie, ...);Etudiants (réorientation, mise à niveau);F;Créteil
1;;Lycée Leon Blum;Prépa autres écoles (Arts, Audiovisuel, Hôtellerie, ...);Etudiants (réorientation, mise à niveau);M;Créteil
0;;Lycée Leon Blum;Seconde;Autres;F;Créteil
221;208;Lycée Leon Blum;Terminale;Lycéens de Terminale;F;Créteil
133;103;Lycée Leon Blum;Terminale;Lycéens de Terminale;M;Créteil
1;;Lycée Leon Blum;Terminale;Non scolarisés;M;Créteil
0;;Lycée Léopold Sédar Senghor;Autre formation du secondaire;Autres;M;Versailles
0;;Lycée Léopold Sédar Senghor;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Versailles
0;;Lycée Léopold Sédar Senghor;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Versailles
0;;Lycée Léopold Sédar Senghor;Première;Autres;F;Versailles
0;;Lycée Léopold Sédar Senghor;Première;Autres;M;Versailles
0;;Lycée Léopold Sédar Senghor;Seconde;Autres;F;Versailles
186;163;Lycée Léopold Sédar Senghor;Terminale;Lycéens de Terminale;F;Versailles
112;98;Lycée Léopold Sédar Senghor;Terminale;Lycéens de Terminale;M;Versailles
1;1;Lycée Le Rebours;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);F;Paris
0;;Lycée Le Rebours;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);M;Paris
0;;Lycée Le Rebours;Autre formation du supérieur;Non scolarisés;M;Paris
7;4;Lycée Le Rebours;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Paris
12;7;Lycée Le Rebours;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Paris
1;1;Lycée Le Rebours;BTS - BTSA - BTSM;Non scolarisés;F;Paris
1;1;Lycée Le Rebours;BTS - BTSA - BTSM;Non scolarisés;M;Paris
13;10;Lycée Le Rebours;CPGE;Etudiants (réorientation, mise à niveau);F;Paris
1;1;Lycée Le Rebours;CPGE;Etudiants (réorientation, mise à niveau);M;Paris
0;1;Lycée Le Rebours;CPGE;Non scolarisés;F;Paris
2;1;Lycée Le Rebours;CPGE;Non scolarisés;M;Paris
4;5;Lycée Le Rebours;DCG;Etudiants (réorientation, mise à niveau);F;Paris
13;12;Lycée Le Rebours;DCG;Etudiants (réorientation, mise à niveau);M;Paris
1;1;Lycée Le Rebours;DCG;Non scolarisés;F;Paris
2;2;Lycée Le Rebours;DCG;Non scolarisés;M;Paris
0;;Lycée Le Rebours;Première;Autres;F;Paris
2;1;Lycée Le Rebours;Prépa autres écoles (Arts, Audiovisuel, Hôtellerie, ...);Etudiants (réorientation, mise à niveau);F;Paris
0;;Lycée Le Rebours;Prépa autres écoles (Arts, Audiovisuel, Hôtellerie, ...);Etudiants (réorientation, mise à niveau);M;Paris
1;1;Lycée Le Rebours;Prépa formation du secteur social (prépa Educ. spécialisé, ...);Etudiants (réorientation, mise à niveau);F;Paris
74;69;Lycée Le Rebours;Terminale;Lycéens de Terminale;F;Paris
100;92;Lycée Le Rebours;Terminale;Lycéens de Terminale;M;Paris
41;37;Lycée L'Ermitage;Terminale;Lycéens de Terminale;F;Versailles
43;40;Lycée L'Ermitage;Terminale;Lycéens de Terminale;M;Versailles
34;33;Lycée Les Chataigniers;Terminale;Lycéens de Terminale;F;Versailles
22;21;Lycée Les Chataigniers;Terminale;Lycéens de Terminale;M;Versailles
132;130;Lycée Les Francs Bourgeois;Terminale;Lycéens de Terminale;F;Paris
138;135;Lycée Les Francs Bourgeois;Terminale;Lycéens de Terminale;M;Paris
1;1;Lycée Les Pannevelles;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Créteil
0;;Lycée Les Pannevelles;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Créteil
0;;Lycée Les Pannevelles;Première;Autres;F;Créteil
0;;Lycée Les Pannevelles;Première;Autres;M;Créteil
89;79;Lycée Les Pannevelles;Terminale;Lycéens de Terminale;F;Créteil
103;91;Lycée Les Pannevelles;Terminale;Lycéens de Terminale;M;Créteil
0;1;Lycée Les Pannevelles;Terminale;Non scolarisés;F;Créteil
3;3;Lycée Les Petits Champs;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Paris
4;2;Lycée Les Petits Champs;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Paris
2;1;Lycée Les Petits Champs;BTS - BTSA - BTSM;Non scolarisés;F;Paris
2;;Lycée Les Petits Champs;BTS - BTSA - BTSM;Non scolarisés;M;Paris
1;1;Lycée Les Petits Champs;Première;Non scolarisés;F;Paris
48;44;Lycée Les Petits Champs;Terminale;Lycéens de Terminale;F;Paris
51;48;Lycée Les Petits Champs;Terminale;Lycéens de Terminale;M;Paris
0;;Lycée Les Pierres Vives;Première;Autres;F;Versailles
0;;Lycée Les Pierres Vives;Première;Autres;M;Versailles
216;211;Lycée Les Pierres Vives;Terminale;Lycéens de Terminale;F;Versailles
199;185;Lycée Les Pierres Vives;Terminale;Lycéens de Terminale;M;Versailles
142;138;Lycée Les Sept Mares;Terminale;Lycéens de Terminale;F;Versailles
113;102;Lycée Les Sept Mares;Terminale;Lycéens de Terminale;M;Versailles
0;;Lycée Liberte;Autre formation du secondaire;Autres;M;Créteil
1;;Lycée Liberte;Terminale;Etudiants (réorientation, mise à niveau);F;Créteil
72;57;Lycée Liberte;Terminale;Lycéens de Terminale;F;Créteil
26;16;Lycée Liberte;Terminale;Lycéens de Terminale;M;Créteil
1;;Lycée Liberte;Terminale;Non scolarisés;F;Créteil
7;6;Lycée L'Initiative;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Paris
5;4;Lycée L'Initiative;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Paris
1;1;Lycée L'Initiative;BTS - BTSA - BTSM;Non scolarisés;F;Paris
2;1;Lycée L'Initiative;BTS - BTSA - BTSM;Non scolarisés;M;Paris
4;1;Lycée L'Initiative;Formations d'art, de design et du spectacle vivant;Etudiants (réorientation, mise à niveau);F;Paris
1;2;Lycée L'Initiative;Formations d'art, de design et du spectacle vivant;Etudiants (réorientation, mise à niveau);M;Paris
1;1;Lycée L'Initiative;Terminale;Etudiants (réorientation, mise à niveau);F;Paris
1;;Lycée L'Initiative;Terminale;Etudiants (réorientation, mise à niveau);M;Paris
59;46;Lycée L'Initiative;Terminale;Lycéens de Terminale;F;Paris
30;18;Lycée L'Initiative;Terminale;Lycéens de Terminale;M;Paris
1;;Lycée L'Initiative;Terminale;Non scolarisés;M;Paris
0;;Lycée Louis Armand;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);M;Créteil
1;1;Lycée Louis Armand;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);M;Paris
1;1;Lycée Louis Armand;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Créteil
10;9;Lycée Louis Armand;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Paris
8;4;Lycée Louis Armand;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Créteil
21;9;Lycée Louis Armand;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Paris
1;;Lycée Louis Armand;BTS - BTSA - BTSM;Non scolarisés;F;Créteil
2;;Lycée Louis Armand;BTS - BTSA - BTSM;Non scolarisés;F;Paris
1;1;Lycée Louis Armand;BTS - BTSA - BTSM;Non scolarisés;M;Créteil
3;3;Lycée Louis Armand;BTS - BTSA - BTSM;Non scolarisés;M;Paris
5;4;Lycée Louis Armand;Certificats de spécialisation et FCIL;Etudiants (réorientation, mise à niveau);M;Paris
0;;Lycée Louis Armand;Certificats de spécialisation et FCIL;Etudiants (réorientation, mise à niveau);M;Versailles
1;;Lycée Louis Armand;Formations préparatoires à l'enseignement supérieur;Etudiants (réorientation, mise à niveau);M;Paris
0;;Lycée Louis Armand;Première;Autres;F;Versailles
0;;Lycée Louis Armand;Première;Autres;M;Créteil
0;;Lycée Louis Armand;Première;Autres;M;Paris
38;37;Lycée Louis Armand;Terminale;Lycéens de Terminale;F;Créteil
56;50;Lycée Louis Armand;Terminale;Lycéens de Terminale;F;Paris
163;152;Lycée Louis Armand;Terminale;Lycéens de Terminale;F;Versailles
195;154;Lycée Louis Armand;Terminale;Lycéens de Terminale;M;Créteil
149;118;Lycée Louis Armand;Terminale;Lycéens de Terminale;M;Paris
210;179;Lycée Louis Armand;Terminale;Lycéens de Terminale;M;Versailles
1;1;Lycée Louis Armand;Terminale;Non scolarisés;F;Versailles
3;1;Lycée Louis Armand;Terminale;Non scolarisés;M;Paris
0;;Lycée Louis Bascan;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Versailles
3;2;Lycée Louis Bascan;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Versailles
1;1;Lycée Louis Bascan;BTS - BTSA - BTSM;Non scolarisés;F;Versailles
1;1;Lycée Louis Bascan;BTS - BTSA - BTSM;Non scolarisés;M;Versailles
0;;Lycée Louis Bascan;Première;Autres;F;Versailles
0;;Lycée Louis Bascan;Première;Autres;M;Versailles
372;336;Lycée Louis Bascan;Terminale;Lycéens de Terminale;F;Versailles
350;300;Lycée Louis Bascan;Terminale;Lycéens de Terminale;M;Versailles
0;;Lycée Louis Bascan;Terminale;Non scolarisés;M;Versailles
0;;Lycée Louis De Broglie;Seconde;Autres;F;Versailles
167;165;Lycée Louis De Broglie;Terminale;Lycéens de Terminale;F;Versailles
132;123;Lycée Louis De Broglie;Terminale;Lycéens de Terminale;M;Versailles
0;;Lycée Louise De Marillac;Première;Autres;M;Paris
61;61;Lycée Louise De Marillac;Terminale;Lycéens de Terminale;F;Paris
42;40;Lycée Louise De Marillac;Terminale;Lycéens de Terminale;M;Paris
0;;Lycée Louise Michel;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Créteil
5;2;Lycée Louise Michel;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Créteil
0;;Lycée Louise Michel;BTS - BTSA - BTSM;Non scolarisés;M;Créteil
2;2;Lycée Louise Michel;CPGE;Etudiants (réorientation, mise à niveau);F;Créteil
3;3;Lycée Louise Michel;CPGE;Etudiants (réorientation, mise à niveau);M;Créteil
1;1;Lycée Louise Michel;CPGE;Non scolarisés;M;Créteil
1;;Lycée Louise Michel;Etudes de santé;Non scolarisés;F;Créteil
0;;Lycée Louise Michel;Formations préparatoires à l'enseignement supérieur;Etudiants (réorientation, mise à niveau);F;Créteil
1;1;Lycée Louise Michel;Prépa autres écoles (Arts, Audiovisuel, Hôtellerie, ...);Etudiants (réorientation, mise à niveau);M;Créteil
380;342;Lycée Louise Michel;Terminale;Lycéens de Terminale;F;Créteil
250;215;Lycée Louise Michel;Terminale;Lycéens de Terminale;M;Créteil
0;;Lycée Louise Michel;Terminale;Non scolarisés;F;Créteil
0;;Lycée Louise Weiss;Première;Autres;F;Versailles
161;135;Lycée Louise Weiss;Terminale;Lycéens de Terminale;F;Versailles
63;57;Lycée Louise Weiss;Terminale;Lycéens de Terminale;M;Versailles
0;1;Lycée Louis Jouvet;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);M;Versailles
2;1;Lycée Louis Jouvet;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Versailles
3;1;Lycée Louis Jouvet;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Versailles
0;;Lycée Louis Jouvet;BTS - BTSA - BTSM;Non scolarisés;F;Versailles
0;;Lycée Louis Jouvet;Première;Autres;M;Versailles
242;200;Lycée Louis Jouvet;Terminale;Lycéens de Terminale;F;Versailles
170;140;Lycée Louis Jouvet;Terminale;Lycéens de Terminale;M;Versailles
1;;Lycée Louis Jouvet;Terminale;Non scolarisés;F;Versailles
20;20;Lycée Louis Le Grand;CPGE;Etudiants (réorientation, mise à niveau);F;Paris
8;8;Lycée Louis Le Grand;CPGE;Etudiants (réorientation, mise à niveau);M;Paris
2;2;Lycée Louis Le Grand;CPGE;Non scolarisés;F;Paris
0;;Lycée Louis Le Grand;Formations préparatoires à l'enseignement supérieur;Etudiants (réorientation, mise à niveau);M;Paris
3;3;Lycée Louis Le Grand;Licence sélective;Etudiants (réorientation, mise à niveau);F;Paris
2;1;Lycée Louis Le Grand;Licence sélective;Etudiants (réorientation, mise à niveau);M;Paris
0;;Lycée Louis Le Grand;Première;Autres;M;Paris
2;2;Lycée Louis Le Grand;Prépa autres écoles (Arts, Audiovisuel, Hôtellerie, ...);Etudiants (réorientation, mise à niveau);F;Paris
1;1;Lycée Louis Le Grand;Prépa autres écoles (Arts, Audiovisuel, Hôtellerie, ...);Etudiants (réorientation, mise à niveau);M;Paris
159;159;Lycée Louis Le Grand;Terminale;Lycéens de Terminale;F;Paris
150;149;Lycée Louis Le Grand;Terminale;Lycéens de Terminale;M;Paris
13;13;Lycée Louis Pasteur;CPGE;Etudiants (réorientation, mise à niveau);F;Versailles
17;17;Lycée Louis Pasteur;CPGE;Etudiants (réorientation, mise à niveau);M;Versailles
0;;Lycée Louis Pasteur;Formations préparatoires à l'enseignement supérieur;Etudiants (réorientation, mise à niveau);M;Versailles
1;;Lycée Louis Pasteur;Prépa autres écoles (Arts, Audiovisuel, Hôtellerie, ...);Etudiants (réorientation, mise à niveau);M;Versailles
103;92;Lycée Louis Pasteur;Terminale;Lycéens de Terminale;F;Versailles
105;96;Lycée Louis Pasteur;Terminale;Lycéens de Terminale;M;Versailles
5;5;Lycée LPO Anatole FRANCE;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Versailles
3;1;Lycée LPO Anatole FRANCE;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Versailles
7;6;Lycée LPO Anatole FRANCE;Terminale;Lycéens de Terminale;F;Versailles
19;14;Lycée LPO Anatole FRANCE;Terminale;Lycéens de Terminale;M;Versailles
1;;Lycée Lucas De Nehou;Autre formation du secondaire;Autres;F;Paris
1;;Lycée Lucas De Nehou;Certificats de spécialisation et FCIL;Etudiants (réorientation, mise à niveau);F;Paris
0;;Lycée Lucas De Nehou;Certificats de spécialisation et FCIL;Etudiants (réorientation, mise à niveau);M;Paris
1;2;Lycée Lucas De Nehou;Formations d'art, de design et du spectacle vivant;Etudiants (réorientation, mise à niveau);F;Paris
2;1;Lycée Lucas De Nehou;Terminale;Etudiants (réorientation, mise à niveau);F;Paris
0;;Lycée Lucas De Nehou;Terminale;Etudiants (réorientation, mise à niveau);M;Paris
0;;Lycée Lucie AUBRAC;Première;Autres;F;Versailles
0;;Lycée Lucie AUBRAC;Première;Autres;M;Versailles
0;;Lycée Lucie AUBRAC;Seconde;Autres;F;Versailles
83;63;Lycée Lucie AUBRAC;Terminale;Lycéens de Terminale;F;Créteil
192;176;Lycée Lucie AUBRAC;Terminale;Lycéens de Terminale;F;Versailles
129;104;Lycée Lucie AUBRAC;Terminale;Lycéens de Terminale;M;Créteil
153;132;Lycée Lucie AUBRAC;Terminale;Lycéens de Terminale;M;Versailles
43;40;Lycée Lucien De Hirsch;Terminale;Lycéens de Terminale;F;Paris
35;35;Lycée Lucien De Hirsch;Terminale;Lycéens de Terminale;M;Paris
4;4;Lycée Madeleine Daniélou;CPGE;Etudiants (réorientation, mise à niveau);F;Versailles
3;4;Lycée Madeleine Daniélou;CPGE;Etudiants (réorientation, mise à niveau);M;Versailles
0;;Lycée Madeleine Daniélou;Formations préparatoires à l'enseignement supérieur;Etudiants (réorientation, mise à niveau);F;Versailles
139;138;Lycée Madeleine Daniélou;Terminale;Lycéens de Terminale;F;Versailles
0;;Lycée Mansart;Première;Autres;F;Versailles
138;133;Lycée Mansart;Terminale;Lycéens de Terminale;F;Versailles
120;103;Lycée Mansart;Terminale;Lycéens de Terminale;M;Versailles
3;2;Lycée Marcel Cachin;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Créteil
8;2;Lycée Marcel Cachin;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Créteil
1;1;Lycée Marcel Cachin;BTS - BTSA - BTSM;Non scolarisés;F;Créteil
0;;Lycée Marcel Cachin;BTS - BTSA - BTSM;Non scolarisés;M;Créteil
3;1;Lycée Marcel Cachin;Certificats de spécialisation et FCIL;Etudiants (réorientation, mise à niveau);F;Créteil
7;6;Lycée Marcel Cachin;Certificats de spécialisation et FCIL;Etudiants (réorientation, mise à niveau);M;Créteil
38;35;Lycée Marcel Cachin;Terminale;Lycéens de Terminale;F;Créteil
90;73;Lycée Marcel Cachin;Terminale;Lycéens de Terminale;M;Créteil
1;;Lycée Marcel Cachin;Terminale;Non scolarisés;M;Créteil
6;5;Lycée Marcelin Berthelot;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Créteil
6;3;Lycée Marcelin Berthelot;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Créteil
2;2;Lycée Marcelin Berthelot;BTS - BTSA - BTSM;Non scolarisés;F;Créteil
2;2;Lycée Marcelin Berthelot;BTS - BTSA - BTSM;Non scolarisés;M;Créteil
101;90;Lycée Marcelin Berthelot;CPGE;Etudiants (réorientation, mise à niveau);F;Créteil
93;88;Lycée Marcelin Berthelot;CPGE;Etudiants (réorientation, mise à niveau);M;Créteil
2;2;Lycée Marcelin Berthelot;CPGE;Non scolarisés;F;Créteil
0;;Lycée Marcelin Berthelot;CPGE;Non scolarisés;M;Créteil
5;5;Lycée Marcelin Berthelot;Formations préparatoires à l'enseignement supérieur;Etudiants (réorientation, mise à niveau);F;Créteil
